Sample	posterior	likelihood	prior	structuredCoalescent.t:h9n2_526_asia_b2	treeHeight.t:h9n2_526_asia_b2	clockRate.c:h9n2_526_asia_b2	kappa.s:h9n2_526_asia_b2	gammaShape.s:h9n2_526_asia_b2	Ne.0.0	Ne.1.0	Ne.2.0	Ne.3.0	Ne.4.0	Ne.5.0	Ne.6.0	Ne.7.0	Ne.8.0	Ne.9.0	Ne.10.0	Ne.11.0	RootProbability.0	RootProbability.1	RootProbability.2	RootProbability.3	RootProbability.4	RootProbability.5	RootProbability.6	RootProbability.7	RootProbability.8	RootProbability.9	RootProbability.10	RootProbability.11	sum(mig_glm_indicator)	sum(ne_glm_indicator)	mig_glm_beta1	mig_glm_beta2	mig_glm_beta3	mig_glm_beta4	mig_glm_beta5	mig_glm_beta6	mig_glm_beta7	mig_glm_beta8	mig_glm_beta9	mig_glm_beta10	mig_glm_beta11	mig_glm_beta12	mig_glm_beta13	mig_glm_clock	mig_glm_indicator1	mig_glm_indicator2	mig_glm_indicator3	mig_glm_indicator4	mig_glm_indicator5	mig_glm_indicator6	mig_glm_indicator7	mig_glm_indicator8	mig_glm_indicator9	mig_glm_indicator10	mig_glm_indicator11	mig_glm_indicator12	mig_glm_indicator13	ne_glm_alpha1	ne_glm_alpha2	ne_glm_alpha3	ne_glm_alpha4	ne_glm_alpha5	ne_glm_alpha6	ne_glm_alpha7	ne_glm_alpha8	ne_glm_alpha9	ne_glm_alpha10	ne_glm_alpha11	ne_glm_alpha12	ne_glm_beta1	ne_glm_beta2	ne_glm_beta3	ne_glm_beta4	ne_glm_beta5	ne_glm_clock	ne_glm_indicator1	ne_glm_indicator2	ne_glm_indicator3	ne_glm_indicator4	ne_glm_indicator5	migrationGLMscaler.trade	migrationGLMscaler.productFrom	migrationGLMscaler.productTo	migrationGLMscaler.shareBorder	migrationGLMscaler.distance	migrationGLMscaler.tempFrom	migrationGLMscaler.tempTo	migrationGLMscaler.rainFrom	migrationGLMscaler.rainTo	migrationGLMscaler.rainSeasonFrom	migrationGLMscaler.rainSeasonTo	migrationGLMscaler.sampleFrom	migrationGLMscaler.sampleTo	NeGLMscaler.poultryProduction	NeGLMscaler.temperature	NeGLMscaler.rain	NeGLMscaler.rainSeason	NeGLMscaler.sampleSize
580000	-2259.575650273205	0.0	-2259.575650273205	-2135.677122885368	46.06003300334383	0.00341	8.727	0.469	16.26270889787411	29.15183406751845	4.921816143801431	7.096295909182743	8.834489349045874	6.1480418685940545	19.28049344257056	9.566505140914597	2.8393605120059924	7.389937452371006	4.032095311162325	9.512370909122048	2.497495051847305E-4	5.850402102354482E-11	1.7932569932864215E-4	6.974640649067226E-7	2.53392918927567E-8	1.6868221167132003E-12	2.8052790280873996E-4	3.3336183170636164E-5	5.90833105412131E-5	7.099502534768521E-12	3.326435409627796E-10	0.9991972541956754	6	1	1.256198127552452	-0.06168962858772915	-3.34173395293954	1.0363017954824063	-1.5831925693819684	3.8254315049690573	-4.412159478009646	1.3046349878216228	2.3093547351582693	-3.794624129552253	-1.2382773015999313	3.195048596051564	0.6880458606078855	5.571453607867906E-5	0	1	0	1	1	1	0	0	0	1	1	0	0	1.163654569218897	-1.0924512254500016	-0.21463340061508324	0.25921290594125906	-0.23330279813233604	-0.3139778366502929	-0.4453676951831602	0.16156399879773503	-0.5837891176060666	-1.3814464034027059	-0.05504521009466062	0.5531430599972721	-0.8427827473193946	-0.9414445570317972	-1.290533424981191	0.6438698645728473	-1.4244067821639363	10.141658411551381	0	1	0	0	0	0.0	-0.06168962858772915	0.0	1.0363017954824063	-1.5831925693819684	3.8254315049690573	0.0	0.0	0.0	-3.794624129552253	-1.2382773015999313	0.0	0.0	0.0	-0.9414445570317972	0.0	0.0	0.0
590000	-2254.2136617258434	0.0	-2254.2136617258434	-2130.687846619869	46.06003300334383	0.00341	8.727	0.469	16.006514513793963	32.28259094050385	6.043862231860341	5.726402270382152	11.938816238042605	4.061752561085454	14.347727836597617	9.939915510216562	9.725164504812222	7.052098401349972	4.924282804652406	11.424471621911994	5.218792685401813E-5	1.902849380042989E-11	1.2124727441908847E-4	1.7245840765323384E-7	2.7783058158752445E-9	2.4229992941196484E-13	9.034226200221106E-6	2.6377267716516648E-6	1.1427522272797354E-5	1.1558713767668404E-12	1.1212418270854688E-10	0.9998032899542179	6	1	-5.828754904790638	2.017875701460424	0.3578938440671122	1.491993230312323	-1.8124383349427904	3.8063018215978675	-3.929959200015928	-2.18849717309563	3.7355539098935013	-3.339808128591682	-1.1369952491442261	-1.0815030958163918	0.25820449650503824	4.127749919813054E-5	0	0	0	1	1	1	0	0	0	1	1	0	1	0.9726893496556723	-0.8321688606514007	-0.16286101811527706	-0.12153822571075786	-0.014901279025921473	-0.8443140063902028	-0.7070909781570744	0.08011577764362962	0.4725146421527656	-1.3971492001524894	-0.05088666272703535	0.5699351328339946	0.34162163734811835	-0.8309282847999883	1.5634317851773236	0.6339058502049851	-0.40931684812907076	11.14031665245772	0	1	0	0	0	0.0	0.0	0.0	1.491993230312323	-1.8124383349427904	3.8063018215978675	0.0	0.0	0.0	-3.339808128591682	-1.1369952491442261	0.0	0.25820449650503824	0.0	-0.8309282847999883	0.0	0.0	0.0
600000	-2251.7967023251963	0.0	-2251.7967023251963	-2125.1097357531653	46.06003300334383	0.00341	8.727	0.469	13.231902179041365	35.340268592026355	8.626280395705185	8.577381000131266	11.196780221711611	5.695149489084755	15.33259878432982	10.663171491485786	3.4393041318817823	11.348088986879768	4.445590606408809	7.804999171745684	2.467254254667327E-7	7.255960386666487E-15	0.002134273010061473	1.81860816430712E-10	1.595731196841128E-11	1.9408166131177245E-14	0.001027533982023753	1.939802906702845E-7	1.0165684067167338E-6	1.7897431113579753E-13	9.442317845191331E-12	0.9968367355263259	6	1	-5.717458096582437	-1.8512350198731806	3.0392767741287208	1.8781987026294091	-1.6255001675411695	3.8814824313012015	-5.290344896224642	-4.365668883402131	-5.397368508475833	-4.508614808156855	-1.3542844277209056	-4.668135449290856	-0.5652735466582461	3.405107023241946E-5	0	1	0	1	1	1	0	0	0	1	1	0	0	0.37613851222858163	-0.6486012793407726	-0.18108730535429274	-0.11047244154687894	-0.34693736348478627	-0.8237341627654425	-0.7340773692981747	-0.17294071318384974	-0.9727411700269407	-1.0188264074153686	-0.590261492155308	-0.2041934663851916	0.7696761400062664	-0.6654122060368987	-0.602149912460008	-0.32813372479526737	-2.04912898158723	14.808411526725495	0	1	0	0	0	0.0	-1.8512350198731806	0.0	1.8781987026294091	-1.6255001675411695	3.8814824313012015	0.0	0.0	0.0	-4.508614808156855	-1.3542844277209056	0.0	0.0	0.0	-0.6654122060368987	0.0	0.0	0.0
610000	-2256.9624529639223	0.0	-2256.9624529639223	-2133.538232099037	46.06003300334383	0.00341	8.727	0.469	12.199178629022374	32.313468629758844	8.569462802515657	5.1320591822781925	11.483420714450556	5.517836482579166	12.5953812198144	5.639105828435132	5.847309820895785	8.006122729756306	2.2263540044911205	8.69298105480099	6.455121282964146E-4	1.5474036584957634E-12	0.0015084779751338019	8.202093827031722E-7	3.0374099864755335E-9	3.5224295425367064E-13	2.5480164036871393E-6	2.956527856210355E-6	1.7940833590408544E-5	7.068575749053271E-13	3.410389326679373E-10	0.9978217409282814	6	1	-3.995106606540443	-4.663529409971851	6.322841970825569	1.1818990913849368	-2.20548170155922	4.462274263323614	-2.107312382415278	0.03610134341530302	-5.5656546349926	-3.4926663719941202	-1.7100589453952353	5.4693849629913345	0.15580220365283473	2.529653528408375E-5	0	0	0	1	1	1	0	0	0	1	1	0	1	1.0217735597317281	-0.11291211166248039	0.5326464636691922	0.10011291478633348	0.3770706842429534	-0.14654218386471576	-0.2675318602073508	-0.09999404586788825	0.28479163340877617	-0.7036529201787947	-0.5486145895224364	0.6277975883240383	0.4235931880857366	-0.6991179272778609	1.295239193817346	0.2529218644098893	-0.175708967433165	7.337901589487933	0	1	0	0	0	0.0	0.0	0.0	1.1818990913849368	-2.20548170155922	4.462274263323614	0.0	0.0	0.0	-3.4926663719941202	-1.7100589453952353	0.0	0.15580220365283473	0.0	-0.6991179272778609	0.0	0.0	0.0
620000	-2259.4235361354304	0.0	-2259.4235361354304	-2132.6835230220518	46.06003300334383	0.00341	8.727	0.469	11.810440067407644	39.67277876030833	5.923489361555722	7.9953050185295185	13.67696369814561	4.9834670115072806	12.547714097693168	10.446978814810675	3.538828365072744	8.845085392117545	5.170505999821331	9.478702724264519	4.9904689291731955E-6	1.1189928064999358E-8	9.8761323994009E-4	4.1055987538588387E-7	2.4758378479283154E-5	1.349081274916274E-9	2.3676334725110393E-4	5.877897411838235E-4	0.046449337058834445	1.0570651515676334E-11	1.635797361451741E-5	0.9516919666823122	5	2	-2.797044887351924	-6.63556759534745	-8.202492395194813	2.0211492964121645	-1.6904162308418305	3.4340910950607637	-8.225192406453235	-1.3875821493845417	-8.309335517111371	-3.8773107182016617	-1.3547542150097702	-1.2162143815042028	1.9100790662731895	4.1150264263155945E-5	0	0	0	1	1	1	0	0	0	1	1	0	0	0.25083553470845854	-0.14600961247854718	-0.5543436552918505	-0.10624914062478605	0.14619463788635242	-0.7045507346164195	-0.7469145108404909	0.0337155420730314	-0.6166084528854889	-1.0688911137652144	-0.11278741710417906	0.005944987910341438	1.033057568083105	-0.5782504687408643	0.12809328540833445	1.078877331741082	-0.19228313841721628	12.244027398253223	0	1	1	0	0	0.0	0.0	0.0	2.0211492964121645	-1.6904162308418305	3.4340910950607637	0.0	0.0	0.0	-3.8773107182016617	-1.3547542150097702	0.0	0.0	0.0	-0.5782504687408643	0.12809328540833445	0.0	0.0
630000	-2248.9540214414383	0.0	-2248.9540214414383	-2126.52380449821	46.06003300334383	0.00341	8.727	0.469	14.055057328628099	32.24325232967836	7.731006687738209	4.571535833894936	9.082125724386382	5.51178435678291	15.500990162631721	10.838051329054453	4.357549382549276	6.680434074262665	3.0955248473783104	9.72057433857057	3.9420826036140895E-5	1.2265766169429943E-11	0.01662072102832924	4.0460893380604113E-8	2.6698198605921687E-9	1.6494209422778944E-12	7.19621761892819E-5	7.366322461516626E-6	2.324066877639986E-5	4.867981681686476E-12	2.0766906357969875E-9	0.9832372437520204	6	1	-4.687844582280947	-0.9274162819424738	-1.7297329070772807	2.2240390891304282	-1.7004671417069244	3.720244169612591	-2.2607296236831136	-7.053928082173837	-3.2590676204609905	-3.7918096426493335	-1.3904678603733913	-4.822207778749577	2.7885793289446537	4.040051846412759E-5	0	1	0	1	1	1	0	0	0	1	1	0	0	0.7842932092588834	0.17408865262818277	0.09367275237392494	-0.3769563911470089	-0.0514766532995366	-0.40791896634249636	-0.0203482669577018	0.2852026065261226	-0.38786879287288606	-0.8504547052516939	-0.6395078017401608	0.3779006891116434	-0.30451880949991117	-0.47757043361413354	-0.7092066877870161	-0.8034579115523842	-0.3386277284192909	9.110561258514133	0	1	0	0	0	0.0	-0.9274162819424738	0.0	2.2240390891304282	-1.7004671417069244	3.720244169612591	0.0	0.0	0.0	-3.7918096426493335	-1.3904678603733913	0.0	0.0	0.0	-0.47757043361413354	0.0	0.0	0.0
640000	-2252.252634367215	0.0	-2252.252634367215	-2130.2617788230764	46.06003300334383	0.00341	8.727	0.469	18.273835957905195	41.70728083510716	7.294958443055362	11.52033558318027	10.585498759503258	6.877203280805358	13.64072673210505	9.957779149618387	8.019231657073846	7.835328737131104	4.113237686984577	9.299323168543733	3.36189670176174E-5	1.6055604644027702E-11	0.05250979717677047	5.753268548543663E-8	2.95224471685568E-9	3.842676468640882E-12	1.0754949432700142E-4	7.295642112132185E-6	7.582324189745229E-5	9.000494535604651E-12	6.1363855633516595E-9	0.9472658488276609	6	1	-3.0914620936030004	-1.2571252591679114	-0.2677588953283093	2.508566025696111	-1.5511457469647991	3.6084792627044084	-2.7364747390075177	-0.214247649626727	-0.8459295420242122	-3.896777416003331	-1.4459034869739702	1.4451667231777994	-5.8655519867871355	3.9602889175010176E-5	0	1	0	1	1	1	0	0	0	1	1	0	0	1.2998456038146462	0.9764646955914441	0.307504461244698	0.8080974218767607	0.43564709292568154	0.1183751935406559	0.28778978066980554	0.5020294525146832	0.47534917328424797	-0.25736666739848374	-0.12027293788588539	0.5942933003615837	-0.6592203964106114	-0.38078378014457065	1.231406303893755	0.510852963056988	-0.9907522701938931	6.588240252104465	0	1	0	0	0	0.0	-1.2571252591679114	0.0	2.508566025696111	-1.5511457469647991	3.6084792627044084	0.0	0.0	0.0	-3.896777416003331	-1.4459034869739702	0.0	0.0	0.0	-0.38078378014457065	0.0	0.0	0.0
650000	-2253.1947971476297	0.0	-2253.1947971476297	-2128.3158239278437	46.06003300334383	0.00341	8.727	0.469	13.85678664390835	33.17488195542409	5.7716423329971756	6.289643687215439	11.07004355157362	6.332399562679097	12.28513526402956	9.772615035305202	6.217881302513561	9.500902359260381	3.756855083342484	10.222256609298032	1.3845907404188553E-4	1.821093237948074E-10	3.001853565378035E-4	3.874113116028397E-7	1.1545336233792996E-8	9.833911102658693E-13	6.282394944665588E-5	1.0229868265792179E-5	2.3349676542188844E-5	1.3196348218086297E-11	2.1494660920694202E-10	0.9994645527072822	5	2	-1.090721122220046	0.713989177791393	-2.3107323530808	1.2918481440038148	-1.83200922526791	3.5911231505272467	-5.79720950211815	-6.832001534935569	-2.2386336879461046	-3.508949326587347	-1.284346188764172	4.864604446563227	-0.9830548556922099	5.1389427033383676E-5	0	0	0	1	1	1	0	0	0	1	1	0	0	1.2961880655847509	0.7342544637224881	0.2265177806806275	0.4095052830331519	0.7089078594289314	0.0146887537840204	0.6887950208612812	0.8597495213412975	0.6748652215656762	-0.10488696071038808	-0.17697245587242205	1.2358899325354524	-1.4046634745608182	-0.549984935199776	1.8407423970657286	0.22769053482721627	-0.9445580695192888	5.259218080509969	0	1	0	1	0	0.0	0.0	0.0	1.2918481440038148	-1.83200922526791	3.5911231505272467	0.0	0.0	0.0	-3.508949326587347	-1.284346188764172	0.0	0.0	0.0	-0.549984935199776	0.0	0.22769053482721627	0.0
660000	-2251.7357896977583	0.0	-2251.7357896977583	-2128.3435575872513	46.06003300334383	0.00341	8.727	0.469	13.899639275098036	36.81008583261622	7.469109158050967	12.164598855936072	10.87441875486261	6.405368124187396	20.795631168995502	7.85448325757462	6.039006962272815	6.619707063921179	4.831055420219598	8.875336365589687	0.001366969667497003	9.772696602551646E-10	4.6430459063777735E-5	6.318444384386948E-5	4.963493018049297E-6	5.073096386597439E-10	0.7282593093841824	6.354696970016828E-4	0.00122436200658961	3.7852910417240115E-11	8.178565225219816E-9	0.2683993011478062	5	1	-6.399824374258371	-0.7249208327022815	-4.108590582598432	1.993583307019007	-1.935811186559256	4.347633487076413	3.6705752495753083	0.5424246149519893	-6.321580996497851	-3.7906438945679457	-1.436706981351242	5.624750785506754	1.2299515507805692	2.2276493664178744E-5	0	0	0	1	1	1	0	0	0	1	1	0	0	0.837319911608677	0.15314244164563875	0.10932876431773578	0.6601139611426594	0.13250106811393983	-0.23220499441457704	0.20132776619631912	-0.00875077161557357	0.0024425127471777164	-0.9299954681417023	-0.11677924355795984	0.3453914997632782	-0.8599668024332661	-0.5496952404963887	0.10037171655555815	-2.1262122490917665	1.0685573993434638	9.00931754920261	0	1	0	0	0	0.0	0.0	0.0	1.993583307019007	-1.935811186559256	4.347633487076413	0.0	0.0	0.0	-3.7906438945679457	-1.436706981351242	0.0	0.0	0.0	-0.5496952404963887	0.0	0.0	0.0
670000	-2256.0390459207933	0.0	-2256.0390459207933	-2132.485630871378	46.06003300334383	0.00341	8.727	0.469	14.140079433953098	31.046431297827397	9.146193577870243	8.886388087605603	13.054829950352428	5.090696268428939	16.275120824268196	7.557189458520814	6.2604847944579936	9.422533545931673	8.587370414487369	10.663843537377144	7.875281702411258E-5	1.1836027948567789E-10	6.17927688584666E-4	5.276934646740092E-7	1.1167763462369842E-8	7.785598372132296E-13	5.506750380557178E-5	5.221354438563639E-6	1.7692520578139992E-5	6.432584054412185E-12	6.741179741763603E-10	0.9992247984546514	5	1	-2.6069070103547927	-2.161957833845648	0.6917934741887535	1.5266813156805685	-1.7875628100081717	3.6790773053395545	-5.502681404348145	4.61427996255068	-2.8802758509589292	-3.441660489444374	-1.075029322500344	1.7841999782610434	6.297544785682409	5.8672580229329214E-5	0	0	0	1	1	1	0	0	0	1	1	0	0	0.7879540623393894	-0.1516086246476367	0.24099375485747	0.2777905226612917	0.22990536700979153	-0.5405235898257703	-0.15286578553834607	-0.1251333560854242	-0.028107080955646402	-0.685482988202445	0.39614062629161184	0.4606818321783952	1.3509676861406024	-0.5722212318428298	1.614850924587791	1.3610562827837616	1.5611071078112408	9.789589042694104	0	1	0	0	0	0.0	0.0	0.0	1.5266813156805685	-1.7875628100081717	3.6790773053395545	0.0	0.0	0.0	-3.441660489444374	-1.075029322500344	0.0	0.0	0.0	-0.5722212318428298	0.0	0.0	0.0
680000	-2255.4220690394864	0.0	-2255.4220690394864	-2133.5694057597902	46.06003300334383	0.00341	8.727	0.469	15.770920360514905	40.20193727052299	7.939710268742547	9.094084370735075	11.928714288521958	5.93187486567927	32.30660862246443	8.15042858124241	5.387635879925901	7.075462182725536	5.576434221107045	8.048001152192795	1.0097948467562117E-6	1.4443936092101628E-4	0.00262147415783553	2.5628401486508426E-8	1.159999277920971E-7	4.659915820764606E-12	0.985695723714134	5.496323951310462E-6	1.215654063240759E-6	2.8719415278428945E-7	8.799888092377857E-12	0.011530212158306257	5	1	1.498285907557388	2.0655232387488596	2.4549938425798046	1.980548208311377	-1.6707172813657154	3.679399835160005	-3.3336916663155685	2.789574616407348	-8.273664649636546	-3.2088539607011395	-1.35013195134212	-3.9587863719577565	-2.542752613327619	7.126794663052551E-5	0	0	0	1	1	1	0	0	0	1	1	0	0	1.2362212340268572	0.11807016443720818	0.417506551572943	0.6313313347080216	0.38797402582892604	-0.10677777160137505	0.6664575238887145	0.23511499070141667	0.16060667738952125	-0.8356216535331281	0.3238176502843288	0.5097890931679936	-1.3162465790187827	-0.6809163776419033	-1.0208734839336644	-0.23282794797945428	0.6147445863329677	7.553692310929758	0	1	0	0	0	0.0	0.0	0.0	1.980548208311377	-1.6707172813657154	3.679399835160005	0.0	0.0	0.0	-3.2088539607011395	-1.35013195134212	0.0	0.0	0.0	-0.6809163776419033	0.0	0.0	0.0
690000	-2279.572561915077	0.0	-2279.572561915077	-2154.741203449357	46.06003300334383	0.00341	8.727	0.469	8.632479576295026	35.878248345050906	8.089650926760324	6.729359999650765	10.230919409018181	6.7349615518501365	12.98907121474597	8.95136471929523	5.997274997081102	11.683667402018749	3.0802329595949183	4.598661614029979	5.392208728070154E-7	8.482433644474724E-6	0.9993812083285276	1.0762912170737045E-8	2.0439161632055125E-8	4.3635845869653506E-8	5.191829706254156E-4	4.908598828512317E-7	2.1759569479697903E-7	5.2403606007214814E-5	1.7918842332376712E-7	3.72209584018438E-5	5	1	-0.6638249606659172	-1.7850216710052205	-1.379339782081579	2.345455854368376	-0.9945094378280958	3.735479887199371	-7.181281301222464	4.900174790033978	6.445030381836665	-1.123855818578119	-0.6729993121761093	-3.2260165669605434	-3.092993638745589	5.244862723107451E-4	0	1	0	1	1	0	0	0	0	1	1	0	0	0.07567121870271967	0.08164215182277201	-0.39054744832256627	0.7373615032894959	-0.09168640898894878	-0.604226539360844	1.1164561161884838	0.6104391291912331	0.9290775549702373	0.5939377407388345	-0.2733331418602234	0.03132930999881487	1.2170959933530174	-2.1260968363618975	-0.49046620913211136	0.6760022550267483	0.7324511809528235	6.688968417775246	0	0	0	0	1	0.0	-1.7850216710052205	0.0	2.345455854368376	-0.9945094378280958	0.0	0.0	0.0	0.0	-1.123855818578119	-0.6729993121761093	0.0	0.0	0.0	0.0	0.0	0.0	0.7324511809528235
700000	-2271.9505137490114	0.0	-2271.9505137490114	-2151.9778905477824	46.06003300334383	0.00341	8.727	0.469	13.73990644275535	32.612243976096075	11.967766399194641	7.215004009001804	13.671715030816994	6.539826143777831	6.928378959348061	12.789349857668096	2.493093984129608	9.737220141019995	4.793221587901851	5.400051472484475	2.513537945719923E-6	1.1713651480113234E-4	0.9910667040360136	3.455769149484266E-8	5.194196310420513E-7	1.518589982385715E-7	0.008370600368797262	2.1866609927742275E-5	3.088149681252005E-6	9.752405836235241E-5	2.7789702854961983E-6	3.170819178646183E-4	5	1	3.0594534296791163	-1.6889567258796434	-5.189967578100696	2.5610734182184505	-0.9105829380682369	0.6397853107295445	-4.044420161398861	-0.5999323646003395	-0.902410332903162	-1.547709588591052	-0.530694763225392	-3.862543799941858	0.9531123702451441	6.756961105966917E-4	0	1	0	1	1	0	0	0	0	1	1	0	0	0.04698279031091427	-0.8502516045819557	-0.5893949877453003	0.533777941516586	-0.376769224380628	-1.2314582424326597	0.14736485015785755	0.5943082088137052	-0.14777079408262195	-0.02963134634270663	-0.1598215644227999	-0.15994747972022538	-0.7655774173222436	-0.40080352914345807	-0.6423605892309583	-0.02634126414873997	0.9095397269462765	10.491297393349038	0	0	0	0	1	0.0	-1.6889567258796434	0.0	2.5610734182184505	-0.9105829380682369	0.0	0.0	0.0	0.0	-1.547709588591052	-0.530694763225392	0.0	0.0	0.0	0.0	0.0	0.0	0.9095397269462765
710000	-2278.200350981207	0.0	-2278.200350981207	-2150.372065056425	46.06003300334383	0.00341	8.727	0.469	10.280939231783277	35.639535641239085	11.80229844868295	5.652341892779726	11.462994538081192	5.689015092035953	10.245767060626154	13.397405465851849	4.5502510973561	7.6757239412024365	2.4567845769797207	9.665829025869579	6.564603175205309E-7	5.078244549447507E-6	0.9998877961823839	1.5041714104791202E-8	7.905133136495503E-8	2.515412611202958E-7	6.824849243610023E-5	1.826846279520997E-6	7.318351841191321E-7	6.427116655248345E-6	7.834116910639392E-7	2.8105776196588302E-5	5	1	1.6172991842062987	-1.783565862963023	3.5610991831149215	2.5280156397524762	-0.47643688674198026	-8.90652969381931	-1.1144820476298616	-5.647760438925043	-6.095062509588832	-1.0642792059337054	-0.6329265832362871	2.764251967067067	0.3783383891383899	8.365827325795127E-4	0	1	0	1	1	0	0	0	0	1	1	0	0	0.33642917827304875	-0.21904132937794382	-0.03432888414562665	0.8929086852031114	0.017685176145027365	-0.8026363595180029	1.134559297971632	1.233223098571355	1.0651184642532734	0.3175607304860483	-0.23092847365806876	1.0169758417309778	-0.44255431132898476	1.2881896410557812	1.7652458817027759	-1.7922511007712487	0.9286518180739104	5.849789524732294	0	0	0	0	1	0.0	-1.783565862963023	0.0	2.5280156397524762	-0.47643688674198026	0.0	0.0	0.0	0.0	-1.0642792059337054	-0.6329265832362871	0.0	0.0	0.0	0.0	0.0	0.0	0.9286518180739104
720000	-2277.2205660871737	0.0	-2277.2205660871737	-2157.41087923337	46.06003300334383	0.00341	8.727	0.469	9.596350120516204	40.154306483661465	14.139041386088879	8.284204700287214	11.135282958825291	5.2007644655688665	11.745560645741213	8.910234532647289	7.34790080626872	13.741059730945139	2.49523944724283	10.65888439534129	4.2410788177696463E-7	3.6511809447862196E-6	0.9999804726780539	3.302165194702952E-8	1.2908685349323397E-8	1.6318440148987945E-7	1.2344473445684928E-7	6.621111773265978E-8	3.5856727316373354E-8	1.1730520087450204E-5	8.333900609191654E-7	2.453495652629347E-6	4	1	0.9431178091165914	-1.3847531526527155	-2.9357871639664808	2.6551395091355054	-0.8183582081988671	8.269840750960407	3.865311896542735	0.4177481349627194	2.21717360511325	2.1548519456038258	-0.8837849880898019	4.379795546638455	1.9799236261416029	5.508270233539687E-4	0	1	0	1	1	0	0	0	0	0	1	0	0	-0.2067433859348491	-0.33995850039757497	-0.2617374792399534	0.650653960650454	-0.4299395080774844	-1.2954051336187904	0.6925923910049279	0.2688477918705148	0.8691785562412867	0.39004788576364646	-0.8021115399662011	0.5439143927888566	0.5651836220445227	-0.4685792008737941	-0.19469038526164822	0.08043771604908923	0.8077980034464698	9.682018962297274	0	0	0	0	1	0.0	-1.3847531526527155	0.0	2.6551395091355054	-0.8183582081988671	0.0	0.0	0.0	0.0	0.0	-0.8837849880898019	0.0	0.0	0.0	0.0	0.0	0.0	0.8077980034464698
730000	-2285.1623516062714	0.0	-2285.1623516062714	-2158.0963409688134	46.06003300334383	0.00341	8.727	0.469	12.144534950615327	36.81004066868576	15.019024122206341	4.910421782654425	6.559210492779422	5.341299886935796	12.229191331065719	10.705873790682533	5.783111094762951	9.240388118733648	3.082669765236896	11.200286746912377	5.260799646962639E-8	3.7920890266263534E-10	0.9999092191425207	3.7778361559988736E-8	3.268215622828212E-10	3.3581130945287283E-8	1.0419430640466188E-7	8.103970324477351E-8	1.5440918839323949E-6	1.1418575638900581E-6	8.669212761276274E-5	1.0928728894464528E-6	5	1	5.979871424227849	-1.9451068609318856	-9.994833099940733	2.92734082862137	-0.5068231006914713	-2.4136526833368754	-7.377506799482915	-0.47520904908178135	-8.320116212671604	3.3794114984769097	-0.9660003811110768	-1.259954110384673	2.518399015266377	3.457541017291012E-4	0	1	0	1	1	0	0	0	0	0	1	1	0	0.6841190158992863	0.6258677824245277	0.5664201102348487	0.5278907728088729	-0.209346383227226	-0.4924440021530745	1.2111998504696537	0.9681560326693026	0.9439598542826578	0.5882086259720967	-0.12625816653100874	1.084823165995428	0.880381144938847	-0.23943089983648622	-0.6714669055489529	-0.17221009278791533	0.6026066639548883	5.286532032247347	0	0	0	0	1	0.0	-1.9451068609318856	0.0	2.92734082862137	-0.5068231006914713	0.0	0.0	0.0	0.0	0.0	-0.9660003811110768	-1.259954110384673	0.0	0.0	0.0	0.0	0.0	0.6026066639548883
740000	-2274.247249188175	0.0	-2274.247249188175	-2150.3237263329156	46.06003300334383	0.00341	8.727	0.469	11.885650329599988	26.46990737849313	17.508063573162797	5.093085322342054	7.908479635768452	5.09305359806515	14.207790893571195	9.027443158646767	18.107364146074616	12.67980277249984	3.6411667066968163	5.772725368896226	2.123932972608275E-7	2.3245114230572918E-14	0.9999971045529259	3.9648296144270245E-8	3.3965572548105596E-13	7.897112221318394E-11	1.706608579238794E-7	1.4285924698874986E-9	3.900519879135718E-9	1.8434000650636479E-6	1.7172924386284833E-8	6.067631870611304E-7	5	0	5.76076794000645	-2.359148505765938	2.121587611237705	2.585117841764976	-0.9105128040837116	-0.9479800304620541	4.71709270339456	1.6664229401802753	2.4994784995096944	4.494825844495355	-1.1072994218054533	-1.9135661512290554	-5.013402499412706	1.3985677072816545E-4	0	1	0	1	1	0	0	0	0	0	1	1	0	0.558653074012385	1.3593297732985166	0.945982806592379	-0.28879494319465004	0.1512568116159012	-0.28880117210575207	0.7371117248063125	0.28359043386103233	0.9796399706043816	0.6233316508469467	-0.6243745897122387	-0.16353444051919258	0.8489905541024108	0.24501120035065527	2.0392977388663582	1.1426125395529785	-1.2276224042039612	6.798341897338576	0	0	0	0	0	0.0	-2.359148505765938	0.0	2.585117841764976	-0.9105128040837116	0.0	0.0	0.0	0.0	0.0	-1.1072994218054533	-1.9135661512290554	0.0	0.0	0.0	0.0	0.0	0.0
