Sample	posterior	likelihood	prior	structuredCoalescent.t:h9n2_526_asia_b2	treeHeight.t:h9n2_526_asia_b2	clockRate.c:h9n2_526_asia_b2	kappa.s:h9n2_526_asia_b2	gammaShape.s:h9n2_526_asia_b2	Ne.0.0	Ne.1.0	Ne.2.0	Ne.3.0	Ne.4.0	Ne.5.0	Ne.6.0	Ne.7.0	Ne.8.0	Ne.9.0	Ne.10.0	Ne.11.0	RootProbability.0	RootProbability.1	RootProbability.2	RootProbability.3	RootProbability.4	RootProbability.5	RootProbability.6	RootProbability.7	RootProbability.8	RootProbability.9	RootProbability.10	RootProbability.11	sum(mig_glm_indicator)	sum(ne_glm_indicator)	mig_glm_beta1	mig_glm_beta2	mig_glm_beta3	mig_glm_beta4	mig_glm_beta5	mig_glm_beta6	mig_glm_beta7	mig_glm_beta8	mig_glm_beta9	mig_glm_beta10	mig_glm_beta11	mig_glm_clock	mig_glm_indicator1	mig_glm_indicator2	mig_glm_indicator3	mig_glm_indicator4	mig_glm_indicator5	mig_glm_indicator6	mig_glm_indicator7	mig_glm_indicator8	mig_glm_indicator9	mig_glm_indicator10	mig_glm_indicator11	ne_glm_alpha1	ne_glm_alpha2	ne_glm_alpha3	ne_glm_alpha4	ne_glm_alpha5	ne_glm_alpha6	ne_glm_alpha7	ne_glm_alpha8	ne_glm_alpha9	ne_glm_alpha10	ne_glm_alpha11	ne_glm_alpha12	ne_glm_beta1	ne_glm_beta2	ne_glm_beta3	ne_glm_beta4	ne_glm_clock	ne_glm_indicator1	ne_glm_indicator2	ne_glm_indicator3	ne_glm_indicator4	migrationGLMscaler.trade	migrationGLMscaler.productFrom	migrationGLMscaler.productTo	migrationGLMscaler.shareBorder	migrationGLMscaler.distance	migrationGLMscaler.tempFrom	migrationGLMscaler.tempTo	migrationGLMscaler.rainFrom	migrationGLMscaler.rainTo	migrationGLMscaler.rainSeasonFrom	migrationGLMscaler.rainSeasonTo	NeGLMscaler.poultryProduction	NeGLMscaler.temperature	NeGLMscaler.rain	NeGLMscaler.rainSeason
360000	-2249.2678956960604	0.0	-2249.2678956960604	-2135.3570268731546	46.06003300334383	0.00341	8.727	0.469	9.814935747712351	31.850866079647226	3.804852761203261	6.890148161120623	11.824556425153938	6.883143447908453	10.771847190110098	13.78872866286131	5.845059539544512	7.088312259243462	3.2555421146538497	8.758640103788151	7.233691985168733E-6	5.683844517454929E-13	6.211015227980137E-5	2.026054119729203E-8	1.3133036734764156E-10	3.849365823974269E-15	1.7594276437830724E-5	4.949144973426697E-7	2.1284144325386394E-7	5.178689873664345E-14	1.31848663291884E-13	0.9999123337307292	5	1	0.7998652166361823	9.254614377481703	3.0640652859981072	1.9449209096390594	-1.6083664826217166	4.2380233257267435	-0.6284514992238099	-2.050068314949066	0.030753183574950427	-4.15828802054255	-1.1042567941405586	1.890395988028342E-5	0	0	0	1	1	1	0	0	0	1	1	-0.07880557067134103	0.35550885367241436	-0.05741248004865243	-0.6534435895980393	-0.09198927616702673	-0.03189096046617189	-0.1063994276298173	0.23595253999613386	-0.4922327371254756	-0.2740260718128372	-0.5433667429109145	-0.20593282316784767	0.439157005280646	0.2688651965876072	1.348346270001208	0.6861567715069974	9.83376534593709	1	0	0	0	0.0	0.0	0.0	1.9449209096390594	-1.6083664826217166	4.2380233257267435	0.0	0.0	0.0	-4.15828802054255	-1.1042567941405586	0.439157005280646	0.0	0.0	0.0
370000	-2246.565912412914	0.0	-2246.565912412914	-2132.997917770213	46.06003300334383	0.00341	8.727	0.469	14.129463784410817	29.657684400376315	4.202693859624084	7.336011098871035	11.078510915795764	5.058720606449445	13.630343579302718	8.315427227895434	6.873895869471984	9.344086111107629	3.5499160397861247	9.787513039810642	0.0014328832787157048	5.0206321354597293E-11	5.314787067760291E-4	4.436422129961824E-6	8.410875124426573E-8	3.0695527803202673E-11	4.7454088262579134E-5	3.480993497502129E-5	1.727645519002166E-4	9.195246950880767E-11	3.423344880740575E-9	0.9977760853122901	5	1	4.636691605779486	-0.015358934154286574	2.1148806532880267	1.1721591405467255	-1.6639988852872405	3.5294000867700306	3.6753791422631426	1.2670475886541146	1.4348527222453997	-3.031594583663807	-1.4166658377900758	1.0529811413243303E-4	0	0	0	1	1	1	0	0	0	1	1	0.3480709137857967	0.07705912220327846	0.45627521664769954	-0.6083730534116671	-0.1670365541662727	-0.13151451119397675	0.1477001815355588	-0.2164093189097365	-0.2295108225263512	0.11206134910313212	-0.16235342759885804	-0.03716041978251731	0.598555184608031	1.9000743888214116	0.8508602473360236	0.9825203728285484	8.983544099533127	1	0	0	0	0.0	0.0	0.0	1.1721591405467255	-1.6639988852872405	3.5294000867700306	0.0	0.0	0.0	-3.031594583663807	-1.4166658377900758	0.598555184608031	0.0	0.0	0.0
380000	-2250.502603052366	0.0	-2250.502603052366	-2133.3198404849068	46.06003300334383	0.00341	8.727	0.469	12.464105031142719	35.43176072401293	4.396637814693609	6.436936350940689	10.617251430446768	4.037599907422908	20.266997247430083	8.227082904123916	5.116414126267625	7.678734817755281	4.162752890495335	10.345238455564932	1.9260795815089532E-4	6.1650659804493695E-12	7.022980742549417E-4	5.628870042918636E-7	3.0018991980904605E-9	2.8764199293746914E-13	3.614255892514573E-6	3.219077920710215E-6	1.3768029171382514E-5	4.0649929159850215E-13	1.1973609500531945E-9	0.9990839255114858	5	2	7.208801041427462	-3.6879758436987777	0.04601891408407954	2.0576426437629562	-1.9392205060916663	4.379680112088028	-1.910716095237916	-3.849991715675624	-2.521329286955011	-3.420754950157841	-1.613603642334755	2.2987053031774036E-5	0	0	0	1	1	1	0	0	0	1	1	0.013735117050283532	0.16413530966625411	-0.08109668790267402	-0.9618499011619089	-0.6327992848946844	-0.9960837355742502	0.3389125378198059	-0.6718856886012381	-1.201355156010834	-0.4044539171523539	-0.9066670128202718	-0.21149177775537414	0.42773948975607085	-1.1478392525712595	-0.16125617025801345	1.129870654932951	13.56783392169716	1	0	1	0	0.0	0.0	0.0	2.0576426437629562	-1.9392205060916663	4.379680112088028	0.0	0.0	0.0	-3.420754950157841	-1.613603642334755	0.42773948975607085	0.0	-0.16125617025801345	0.0
390000	-2245.3916705469132	0.0	-2245.3916705469132	-2132.1193084358683	46.06003300334383	0.00341	8.727	0.469	10.538948436289996	30.721286155852596	5.437523283944225	8.916251339615577	7.590759229040932	6.384916996296736	15.579160620139948	7.679159682136107	6.35179181855742	7.64079317985303	6.641599109426166	9.226682900314524	3.600263609125465E-5	4.6071001487118735E-12	7.264003247072893E-5	2.4093783700628724E-7	2.4939730122472096E-9	1.8034544902795088E-13	3.6554502645585754E-5	5.10910363277957E-6	4.5416088027695485E-5	2.889742441089601E-13	1.9264719863372773E-10	0.9998040340075983	5	0	-0.6128762337036163	-3.052570858535858	-1.3021003487863536	1.5502743408872288	-1.7116118025088785	4.2729543434963855	1.5871178253187854	0.12534287166304398	0.2202078394910018	-3.9397404115082657	-1.1751670144302533	2.9848137199578538E-5	0	0	0	1	1	1	0	0	0	1	1	0.09896498250860228	1.1688429876811348	-0.56278910826411	-0.06823718192004816	-0.22918117019290438	-0.4021742971713339	0.4898213767444336	-0.21760266198978606	-0.4073758375232566	-0.2226113696323655	-0.3627600225480555	-0.03401318526746596	1.9431639802768934	1.401006561158324	0.023940501270128617	-0.5670094363679674	9.545909964373257	0	0	0	0	0.0	0.0	0.0	1.5502743408872288	-1.7116118025088785	4.2729543434963855	0.0	0.0	0.0	-3.9397404115082657	-1.1751670144302533	0.0	0.0	0.0	0.0
400000	-2248.700713313387	0.0	-2248.700713313387	-2129.432553380156	46.06003300334383	0.00341	8.727	0.469	12.60737906192178	42.045241848572175	8.141217608519403	5.375698309707157	6.729238283975528	5.2614875393042935	25.254790299493074	6.762291403689588	5.506533823673288	9.638542413318262	4.482916132624879	8.833668621361037	3.271955523166777E-6	1.468701665690323E-14	0.026331902279871807	1.026945403883061E-9	3.695322936059942E-11	3.476246212087363E-14	4.7997643595312645E-5	6.858389607890138E-7	9.569364891946061E-6	1.6364295825521686E-13	5.424631499572666E-10	0.9736065713105821	6	1	1.482770371711127	-1.7904825075446587	-3.327411187956784	2.4644220310092844	-1.9327754424225456	4.322251948507618	2.2564917828059814	-3.4729041538492167	9.258854604586912	-4.727898910011631	-1.7303584837784265	1.0334797401697689E-5	0	1	0	1	1	1	0	0	0	1	1	-0.08397728939164117	1.166283580193909	-0.5222187990781725	-0.9096418635206461	-0.633543317042486	-0.8844103398923845	0.6224116993946535	-0.6410359628797763	-0.7978891043913698	-0.3362317604201931	-0.9983891840000376	-0.43272339140941496	0.3932457792425875	-1.1382848337819365	0.04323193662831437	0.5606912551412628	13.088737224367403	0	0	1	0	0.0	-1.7904825075446587	0.0	2.4644220310092844	-1.9327754424225456	4.322251948507618	0.0	0.0	0.0	-4.727898910011631	-1.7303584837784265	0.0	0.0	0.04323193662831437	0.0
410000	-2248.319056906969	0.0	-2248.319056906969	-2133.652496618614	46.06003300334383	0.00341	8.727	0.469	15.660430302950894	37.7024884457512	11.90167164872439	11.039449428885066	7.129795783783117	4.895273851650825	13.271976311516953	9.228460501467573	6.42368632654533	6.793895132025468	5.748889251493993	5.5999049529647555	1.4425295976078976E-5	7.926271512478245E-10	0.002842037435650197	5.8347653274533555E-8	3.735941528710847E-9	1.4185124940750296E-14	0.003819053089718334	1.303376422349674E-5	4.3874045197658706E-5	5.6766123727495955E-12	6.713464901156742E-12	0.9932675134806079	6	0	0.9567892911048628	-2.068378645570052	-2.074192495237646	2.2503193210403625	-1.6835747478895517	3.7664545025876457	1.1518043662960225	5.653368798936779	-2.012236789608724	-4.738117254311783	-1.5183395265982211	2.1709353441049097E-5	0	1	0	1	1	1	0	0	0	1	1	0.42614754084578	1.304736471616363	0.15168923775669418	0.07648554185549883	-0.3607070349874972	-0.7367194075813442	0.26066514086216097	-0.10269738548167864	-0.4649974800964516	-0.40896519293901545	-0.5759829646822602	-0.6022400022656663	0.043685333428493	0.886094178881996	0.3204791197680391	-0.2578646098476496	10.22657400680763	0	0	0	0	0.0	-2.068378645570052	0.0	2.2503193210403625	-1.6835747478895517	3.7664545025876457	0.0	0.0	0.0	-4.738117254311783	-1.5183395265982211	0.0	0.0	0.0	0.0
420000	-2247.1687902432955	0.0	-2247.1687902432955	-2130.518819933961	46.06003300334383	0.00341	8.727	0.469	11.153173691248462	26.656813163736484	7.171092497286788	6.5491237738589865	11.03824558708868	5.464567877600908	20.383664713677394	10.738546248178208	9.127004633154172	10.522211187470171	1.873805778652302	9.258011706314095	1.8934362989769116E-6	2.5990354822844333E-14	0.0679348533620802	5.624364557678872E-10	4.3552172812854414E-11	3.954237335662819E-14	1.786529220466399E-4	9.209431152008069E-7	9.138766480782918E-6	1.0868157402227033E-12	6.644582113517412E-11	0.9318745398963914	6	0	-3.1100911463581475	-2.11727153609607	3.6651223622046594	2.2255901613952984	-1.768898065961053	3.863175946582387	3.3137233453387704	-7.664451009824826	-2.726106045888014	-4.8933827661653275	-1.4374023870462078	1.1157504645395237E-5	0	1	0	1	1	1	0	0	0	1	1	0.4893902575218837	1.3607109354920774	0.04772417774661569	-0.043002570154387465	0.4790322781382499	-0.22404878825458097	1.0923999948801213	0.4515058854067699	0.2889037252967566	0.4311545382764711	-1.2943622974177162	0.3031554711926513	0.38561001394719746	-0.20189540493721259	-0.3535025831927585	0.04334527437250299	6.836896057454267	0	0	0	0	0.0	-2.11727153609607	0.0	2.2255901613952984	-1.768898065961053	3.863175946582387	0.0	0.0	0.0	-4.8933827661653275	-1.4374023870462078	0.0	0.0	0.0	0.0
430000	-2238.458903551269	0.0	-2238.458903551269	-2122.8447511683908	46.06003300334383	0.00341	8.727	0.469	11.297617349437257	32.119768868985226	6.948183960310541	5.890944002596421	12.973606153661924	5.275241998795924	17.486615871105364	7.580690265714913	4.947286367400351	7.758463052903028	3.936109541586775	9.379130642201646	3.3617395609441748E-6	3.49980160136732E-12	1.990343076342915E-4	4.143138661428143E-9	1.2772998937228457E-9	3.9712564988375013E-13	7.087186468178884E-4	3.0327452274256002E-6	2.0579951935696072E-5	1.3612683079786618E-12	1.386133922428563E-10	0.9990652670445135	6	0	1.1549463565918907	-1.3854023875604948	-1.5927741658979195	2.2662524938720905	-1.5394025666123425	3.527543369495543	-6.1151960730269295	-1.4549612991268919	-1.0853797071721307	-3.913244433381986	-1.3639000973533442	4.111863249382096E-5	0	1	0	1	1	1	0	0	0	1	1	0.4922761385049109	1.5371559822444871	0.006164613808543033	-0.1588994540394718	0.6306012867963169	-0.26929115608962206	0.9291200700012563	0.09328854863823748	-0.3334764932951153	0.1164685434372624	-0.5621229014580085	0.30617136570638426	-0.14554975361346506	-0.9609216370183422	-1.1372491345021123	-0.9041661515853043	6.905482842703021	0	0	0	0	0.0	-1.3854023875604948	0.0	2.2662524938720905	-1.5394025666123425	3.527543369495543	0.0	0.0	0.0	-3.913244433381986	-1.3639000973533442	0.0	0.0	0.0	0.0
440000	-2248.686610047094	0.0	-2248.686610047094	-2132.7931351572715	46.06003300334383	0.00341	8.727	0.469	9.917718337357977	29.770630113294835	7.4230494809333445	7.046354141343774	14.259051302472983	5.400729116363744	7.347607696208085	9.212065031440265	5.081277470295665	10.106087072641603	5.389964250712631	11.097245212787705	0.021273835083208927	5.583032401407825E-11	0.0011942461409148826	2.7644895421482497E-5	2.5044411533439965E-10	1.627536165861479E-13	3.7919082669846054E-5	2.7034347487662005E-7	3.044311412852935E-10	6.553941347523018E-9	2.0776047506218337E-14	0.9774660772894797	6	0	-4.650028691237712	3.875802706783575	-0.8956643929416117	1.5595800410245066	-1.7380674226250594	2.950349864135986	-0.3405619637250371	2.8947734685612945	-0.015702428674359004	-2.6847318370352755	-0.9803191114226519	1.1226659385296538E-4	0	0	0	1	1	1	1	0	0	1	1	0.2804260793890091	1.3796255317156851	-0.009306855130056269	-0.0613864691497683	0.6434950750571505	-0.32736284313306196	-0.019522032403155934	0.20661723222284112	-0.3883341086299241	0.2992411136303034	-0.3293580567594803	0.39280008935109934	0.1845618907811677	-1.3983107589945727	-0.14398744377934566	1.74616661565867	7.492457209921687	0	0	0	0	0.0	0.0	0.0	1.5595800410245066	-1.7380674226250594	2.950349864135986	-0.3405619637250371	0.0	0.0	-2.6847318370352755	-0.9803191114226519	0.0	0.0	0.0	0.0
450000	-2249.5013019047033	0.0	-2249.5013019047033	-2131.8481258957454	46.06003300334383	0.00341	8.727	0.469	16.826679096136044	34.92304831311254	5.8592281660138	9.96324104782184	13.621522586426774	6.043853391194501	14.6915707921428	8.678154738446096	7.937328341267858	8.80056243643853	3.170853212417455	12.751780282259006	1.2732780350128653E-5	1.0528793939606696E-19	8.887362419767484E-4	1.650160295630464E-5	3.181160069395193E-12	3.829208116493483E-4	5.881528383772387E-26	4.857296248098402E-14	4.1657053971184967E-13	1.0829939180301338E-12	0.9986991085562092	2.129008408022872E-12	5	0	-0.5279373607809157	-1.0415405239731033	-3.46630969188143	1.5975789107150045	-2.1176666356301816	3.7660007352467835	4.117133281217403	6.877578122798631	-1.6627601600675581	-3.734730848350923	-1.389449493199468	2.3192016849738755E-5	0	0	0	1	1	1	0	0	0	1	1	0.9034189716360305	1.6336003247460114	-0.15152881397564721	0.37935572846573073	0.6921043883544135	-0.12050490940597951	0.767727217213249	0.24126222173024875	0.1520300410825863	0.2552689360680391	-0.7655459927490081	0.6261241952327659	-1.9967024700836875	-1.043889825306226	-0.5437606682628432	-1.7447407002393254	6.817867206355183	0	0	0	0	0.0	0.0	0.0	1.5975789107150045	-2.1176666356301816	3.7660007352467835	0.0	0.0	0.0	-3.734730848350923	-1.389449493199468	0.0	0.0	0.0	0.0
460000	-2248.3893043326243	0.0	-2248.3893043326243	-2134.575223403055	46.06003300334383	0.00341	8.727	0.469	20.746190803244584	33.557672463527375	6.142102772475376	6.804935263753019	9.480002055485642	5.717245449007361	12.877469220062737	12.185975116226103	5.452101112758319	6.2717191165657455	4.147664484217987	8.499418112848973	8.442665894048336E-5	5.764375640877654E-14	0.003793000901269651	8.004748530544547E-8	2.857522457292106E-10	1.1387590643136551E-14	6.620674734685744E-7	1.923942056314999E-6	1.1325344396209234E-5	5.548506071457679E-15	4.2876019109511114E-11	0.9961085807096758	5	0	-0.43685817407865846	4.189084713224853	-0.9904898117190126	1.9240547451358951	-1.919949283665063	5.141111598625816	7.121222444081425	-0.6874025194046368	-1.0051293625629087	-4.594255450219261	-1.2469754405232838	6.998866783273066E-6	0	0	0	1	1	1	0	0	0	1	1	0.7801327575696311	1.261035628202445	-0.4370627418913286	-0.3345817734909945	-0.0030453634174504476	-0.5087427719644794	0.3032493157363891	0.2480558133196072	-0.5562288368516036	-0.4161793981732696	-0.8296844955695875	-0.1122321926666608	-0.4063200605866302	0.387639613036881	0.801928402644098	0.9824324956396899	9.508916111500675	0	0	0	0	0.0	0.0	0.0	1.9240547451358951	-1.919949283665063	5.141111598625816	0.0	0.0	0.0	-4.594255450219261	-1.2469754405232838	0.0	0.0	0.0	0.0
470000	-2246.901088825555	0.0	-2246.901088825555	-2131.8313077637586	46.06003300334383	0.00341	8.727	0.469	15.265377581554125	34.5014151483482	6.826611994333781	9.696968252867823	14.93029598305535	5.060884826492591	11.79250221696632	7.233929056650897	4.966673405306008	7.518945291230787	4.633071621895839	10.571524059259373	2.7379660702938916E-5	4.592639436921058E-12	2.1712956646990255E-4	1.0390263134810778E-7	2.3211801150882497E-9	3.72599925300556E-14	2.1056481674664574E-5	2.4304268216830176E-6	3.637158543352039E-5	1.5901010702064643E-13	2.6183159741870498E-11	0.9996955260241137	5	1	-2.649112255190012	-5.163355899252625	-2.096677115903695	1.6331171903997335	-1.7635640339624508	4.249975330858874	2.504847605816701	5.543161095835541	-0.7159896911106738	-4.093812589520737	-1.3148811720403923	2.0177041098812803E-5	0	0	0	1	1	1	0	0	0	1	1	0.24019191265136905	1.2996821289796274	-0.6592428618927761	-0.27123867727487966	0.32353817545760827	-1.0855303568585857	0.583969551169663	-0.30156376299606735	-0.6851270753954134	-0.4654010038807028	-1.2471491191513164	0.1857790121095328	-0.12231198764517975	-0.9947817192309008	-0.39349258608737026	0.24808882217988099	11.045301666104915	0	0	0	1	0.0	0.0	0.0	1.6331171903997335	-1.7635640339624508	4.249975330858874	0.0	0.0	0.0	-4.093812589520737	-1.3148811720403923	0.0	0.0	0.0	0.24808882217988099
480000	-2247.2043723232873	0.0	-2247.2043723232873	-2128.28893741534	46.06003300334383	0.00341	8.727	0.469	10.695415206894548	39.25925787800635	7.681304958515892	7.182006321787889	12.780861575003335	5.512576257705354	27.448817825139308	7.713789333071439	10.077610534084613	7.551408005406594	4.503773855976265	5.7880448364318395	1.4454967101371144E-5	1.2063096913716532E-14	0.2560626037372523	9.3845150082606E-9	6.56309632322496E-10	1.698290128844776E-12	1.2837781993956784E-4	5.012905100053566E-6	4.218228428178836E-4	3.7132980256067045E-13	2.7468354451374026E-8	0.743367690216528	6	0	-4.397811279243468	-1.9646751189352323	3.1818718627562523	2.2334798662591195	-1.5846575763917916	4.4565135006184065	-1.207697814015691	-7.827962367377869	5.182041850296488	-4.514927208807682	-1.510802698266248	2.2543561793646296E-5	0	1	0	1	1	1	0	0	0	1	1	-0.1172622715273325	1.183109850086765	-0.44828798663332586	-0.515498659801995	0.060871426729334044	-0.7800453615575369	0.8252456647165488	-0.4440678861064358	-0.1767612514797945	-0.46534339917614176	-0.9821617558520599	-0.7312828806465141	-0.9548862969313698	0.6620867921955438	-0.9113116000206436	0.7708670372979731	12.026077726872177	0	0	0	0	0.0	-1.9646751189352323	0.0	2.2334798662591195	-1.5846575763917916	4.4565135006184065	0.0	0.0	0.0	-4.514927208807682	-1.510802698266248	0.0	0.0	0.0	0.0
490000	-2244.3047262995433	0.0	-2244.3047262995433	-2126.2380148890234	46.06003300334383	0.00341	8.727	0.469	14.128468493410605	40.11324494287827	8.6987789587807	6.289019928797904	12.251580944128948	6.089634413140971	18.58236247033062	10.351463318517323	4.486329076804517	6.266488905348683	4.575770172632661	4.988313024667644	3.515775238657426E-5	5.844054712677915E-12	0.19079476507577478	5.501430079676439E-9	1.0452317730462146E-8	1.8477608824714244E-11	0.0016768667994826307	3.320739534503016E-5	3.5356022124566745E-4	1.5826954571762647E-11	3.379350350775566E-8	0.8071063929683655	6	0	3.4466235219166803	-1.5824493940866133	-5.213809197361918	2.134756757505129	-1.3048163167557407	3.6705419101552073	0.17122228149949267	1.5371388533844794	0.07933780590735003	-4.143372517116757	-1.1785907273627705	6.338602568472281E-5	0	1	0	1	1	1	0	0	0	1	1	-0.04900822166277513	0.9945065519968943	-0.5340173593615192	-0.8583947812162135	-0.19154504027946984	-0.890611976369734	0.22501285095164264	-0.36007213245739045	-1.1961652358004424	-0.8619838110089955	-1.1764249973025882	-1.0901022442111143	1.3253959036952634	-0.4531469465555409	-0.9720264410294912	0.12097526541585202	14.838127130145104	0	0	0	0	0.0	-1.5824493940866133	0.0	2.134756757505129	-1.3048163167557407	3.6705419101552073	0.0	0.0	0.0	-4.143372517116757	-1.1785907273627705	0.0	0.0	0.0	0.0
500000	-2251.0308023107855	0.0	-2251.0308023107855	-2133.693731402588	46.06003300334383	0.00341	8.727	0.469	11.323683446165377	30.2771389434354	6.814490481524696	7.591975689748256	10.664151699900257	5.377040732497364	17.445759492147204	11.988956457942471	4.439012041134485	8.707888828501776	4.363138505354748	8.47428127431359	1.0931673493009106E-4	5.593631413085501E-10	8.377538780252769E-4	1.5747459252205555E-6	1.2633845808523607E-7	1.996407699966341E-11	5.717223699638437E-4	7.966504419949343E-5	2.3916053752161574E-4	3.4804404930750515E-11	2.8598698495584985E-9	0.998160676876975	5	0	-0.5799127339513793	-6.077616800620694	1.5165863976187035	1.4182142706684389	-1.2034012122881166	3.5052221585264256	-7.082169131772912	1.7294690649045799	-6.703249052208271	-3.385897471639247	-0.8870559692312938	1.3716459144888512E-4	0	0	0	1	1	1	0	0	0	1	1	-0.09904450379488355	0.8844520210166275	-0.6068896183248275	-0.4988490571974209	-0.15905310821473567	-0.8438027432927983	0.33315569365898057	-0.04195498552702119	-1.035509077985581	-0.36171153971489256	-1.0527492773343643	-0.3889050721323607	0.6696590347561197	-1.5243691818211602	-0.07974945761157715	-0.7341094191940338	12.502653682937865	0	0	0	0	0.0	0.0	0.0	1.4182142706684389	-1.2034012122881166	3.5052221585264256	0.0	0.0	0.0	-3.385897471639247	-0.8870559692312938	0.0	0.0	0.0	0.0
510000	-2250.763717231589	0.0	-2250.763717231589	-2133.2399538659706	46.06003300334383	0.00341	8.727	0.469	11.635822873958912	45.7435417189388	11.247114560675792	8.745180622344586	10.00982432682828	5.8937614492356865	17.364150610108283	8.318712158531039	4.523817240687345	6.094266112224041	5.50604318932893	5.3908015607639745	6.261852964463057E-4	5.7120038009206354E-11	0.06757909744551925	2.4885113130674393E-6	5.598388149933366E-8	3.958976057749911E-11	1.1966360950412304E-4	5.077413174090697E-5	4.5400641175272715E-4	1.2159183176747569E-11	2.3798934356193383E-7	0.9311674905116296	6	0	-4.269977756491032	-0.6220227052624593	3.6720698802925673	2.200058730435115	-1.5456569404664209	4.041846021624053	2.842274624144756	5.422679046150218	0.5522483546068199	-3.5559134162932207	-1.3914560526722122	7.938427007881632E-5	0	1	0	1	1	1	0	0	0	1	1	-0.11355060510699856	1.255411493764266	-0.1475275111218161	-0.39913636076581965	-0.26407207997351734	-0.7937447133752322	0.28676864771942123	-0.44913166916521974	-1.0582829636674302	-0.7602907758623407	-0.8617928726414752	-0.8829450369427897	0.13703081783986465	-1.0225268157089944	0.6546813942008771	-0.7775699147341588	13.035014025586442	0	0	0	0	0.0	-0.6220227052624593	0.0	2.200058730435115	-1.5456569404664209	4.041846021624053	0.0	0.0	0.0	-3.5559134162932207	-1.3914560526722122	0.0	0.0	0.0	0.0
520000	-2245.966151578327	0.0	-2245.966151578327	-2129.8685109994385	46.06003300334383	0.00341	8.727	0.469	13.158766600029692	34.08533371046895	6.868172589511903	6.014186922260879	14.562361242727725	6.316641630405898	16.237534753568266	8.619480953426859	6.557596115908439	8.334925492723267	4.148846139163779	10.248181108659153	5.859406583371485E-4	1.7785775018962269E-9	1.929652075001161E-6	2.0264858277866724E-5	6.3729481487889995E-6	3.08365671872854E-11	7.510075877850993E-4	0.02180337887160752	0.39090409105784324	1.0025712217146979E-10	2.1722494414769614E-8	0.5859269907337598	5	0	3.811590044654072	-0.9391743070129467	-4.900738760227673	1.868026921420975	-1.6143066784678057	4.022842889010388	2.115717134069133	4.9185411162106005	1.8421762332251927	-4.127305303408654	-1.3512988170570042	2.423055084679045E-5	0	0	0	1	1	1	0	0	0	1	1	0.3010118333118165	1.2527908305132278	-0.34917829255613514	-0.4819551995203397	0.40236383809310156	-0.4328886854627042	0.5112491575309144	-0.12205149614801211	-0.3954522747383593	-0.15562178771363033	-0.853246107964093	0.051023872233019595	2.0817931434361796	-0.43042843901349254	-1.620333956286347	-0.1744816131756486	9.738395439292091	0	0	0	0	0.0	0.0	0.0	1.868026921420975	-1.6143066784678057	4.022842889010388	0.0	0.0	0.0	-4.127305303408654	-1.3512988170570042	0.0	0.0	0.0	0.0
530000	-2250.2032630402755	0.0	-2250.2032630402755	-2133.6860367498925	46.06003300334383	0.00341	8.727	0.469	11.797112741191803	35.213962264656956	12.241344734278215	5.94521768556625	9.024948977268961	5.250296188514925	15.63143510153003	8.191355444810027	9.429192193691188	8.086232696187652	4.128944348140613	6.933811417150073	1.9893329721822804E-4	4.069045716894939E-11	0.41502778771382176	5.836184774035321E-7	1.3116088951562373E-8	2.480590432098368E-11	2.163720106919847E-5	1.18075540482878E-5	1.3502534186409396E-4	2.69335166556168E-11	5.321074878898132E-8	0.5846041588542334	6	1	-3.7633722095375712	-0.7258808233821352	-1.1420304770289031	2.111447987444568	-1.6097426096338192	3.738235867245247	-6.287940018089475	-0.4361067504739305	5.738232972860724	-3.211311608691171	-1.638702843594657	6.552523184889159E-5	0	1	0	1	1	1	0	0	0	1	1	0.16267791855610042	1.0414482992049452	0.1857920255454163	-0.528273836243643	-0.16469873802123175	-0.6850857415803964	0.3095134226593236	-0.23776368261636663	-0.06152894833204969	-0.3478755881172052	-0.8738497395921665	-0.3743824978361052	-1.0205662565096452	-0.07121711570354933	-0.8991351189737802	-0.14163791536347767	10.564310245115786	0	1	0	0	0.0	-0.7258808233821352	0.0	2.111447987444568	-1.6097426096338192	3.738235867245247	0.0	0.0	0.0	-3.211311608691171	-1.638702843594657	0.0	-0.07121711570354933	0.0	0.0
