# BEAST v1.10.0 Prerelease #VEME2017
# Generated Thu Aug 02 12:26:40 NZST 2018 [seed=1533169596371]
# -beagle_SSE ../mugration_nosample_tight.xml
state	location.coefficients1	location.coefficients2	location.coefficients3	location.coefficients4	location.coefficients5	location.coefficients6	location.coefficients7	location.coefficients8	location.coefficients9	location.coefficients10	location.coefficients11	location.coefIndicators1	location.coefIndicators2	location.coefIndicators3	location.coefIndicators4	location.coefIndicators5	location.coefIndicators6	location.coefIndicators7	location.coefIndicators8	location.coefIndicators9	location.coefIndicators10	location.coefIndicators11	location.coefficientsTimesIndicators1	location.coefficientsTimesIndicators2	location.coefficientsTimesIndicators3	location.coefficientsTimesIndicators4	location.coefficientsTimesIndicators5	location.coefficientsTimesIndicators6	location.coefficientsTimesIndicators7	location.coefficientsTimesIndicators8	location.coefficientsTimesIndicators9	location.coefficientsTimesIndicators10	location.coefficientsTimesIndicators11
30940000	0.654295535598933	0.5754155131891238	-1.3013918765936845	-3.482789927152848	-0.8000191574195015	-2.5234908162305145	-0.8439222247226765	2.701296346327915	-4.762765929341063	0.26274740796002793	-0.6344593590047766	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.654295535598933	0.0	-0.0	-0.0	-0.8000191574195015	-0.0	-0.0	0.0	-0.0	0.0	-0.6344593590047766
30960000	0.5563882411279605	0.056671804878153244	4.142258907254811	-1.9257707933940154	-0.8266412017498213	2.820852549359093	1.7538331910855727	0.16624314209175695	-4.00877570927522	1.5231460653373317	-0.42117320417582976	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.5563882411279605	0.0	0.0	-0.0	-0.8266412017498213	0.0	0.0	0.0	-0.0	0.0	-0.42117320417582976
30980000	0.24886565535238625	4.083299879262662	1.2768100115156675	0.41525638072313376	-0.6578689062579536	-1.041309851476391	-0.2726891266649838	-2.1927681250995543	0.6472486001153466	2.8159660118612133	0.8220877381346495	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24886565535238625	0.0	0.0	0.41525638072313376	-0.6578689062579536	-0.0	-0.0	-0.0	0.0	0.0	0.0
31000000	0.500281724319065	0.5468494952023113	-1.5878871506039274	2.8189833187733573	-0.8113392342496419	3.5351232022514787	2.6376949202771622	-0.014605310834628056	1.6439876587517863	-0.1250556650378552	-0.26032913005827646	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.500281724319065	0.0	-0.0	0.0	-0.8113392342496419	0.0	0.0	-0.0	0.0	-0.0	-0.26032913005827646
31020000	0.42739626702087363	1.806865027786934	-1.704834400748093	2.2245211384512884	-1.184242702248029	1.358607252652492	-0.5620496520771522	-0.9631851495543675	-0.3715079517374655	-1.2853537380810662	0.8305028388339024	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42739626702087363	0.0	-0.0	0.0	-1.184242702248029	0.0	-0.0	-0.0	-0.0	-0.0	0.0
31040000	0.5530360470271657	0.9472293598404574	2.474788021461499	0.04690514200189484	-0.5217021545840624	-0.763908554167989	-0.9560059344098535	-0.1481566261896037	-1.5718244498842355	0.674543929466652	-0.4045356011178813	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.5530360470271657	0.0	0.0	0.04690514200189484	-0.5217021545840624	-0.0	-0.0	-0.0	-0.0	0.0	-0.4045356011178813
31060000	0.5197950595815828	1.643282487083971	2.861477468295798	1.7541557093603388	-0.7008052039070823	-1.148485997867533	-0.6544047971642117	-4.261689707365369	-0.23259328942966445	-3.089137237615283	0.7079700684816215	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5197950595815828	0.0	0.0	0.0	-0.7008052039070823	-0.0	-0.0	-0.0	-0.0	-0.0	0.0
31080000	0.5378210035877709	-1.1621386772910305	-1.7733515846151604	0.5124839725934153	-0.8424712605825818	-4.263715088989601	1.082729309091715	1.3867629672463881	-2.108143612938565	2.1936438287261524	-0.290825187117076	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.5378210035877709	-0.0	-0.0	0.0	-0.8424712605825818	-0.0	0.0	0.0	-0.0	0.0	-0.290825187117076
31100000	0.5545846120996408	1.7995344928565027	-1.3438258928310376	-3.4255826359093713	-0.7736173908047373	1.1102419686964382	0.8102461903183052	1.2853245164234919	-1.922323507197514	1.5829895359098907	2.508372048822663	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5545846120996408	0.0	-0.0	-0.0	-0.7736173908047373	0.0	0.0	0.0	-0.0	0.0	0.0
31120000	0.36207704842360416	0.7806291659191171	-1.1052538015896918	-1.7098129721181634	-0.8821703630940746	-0.48556621675594547	-0.22441875263056593	1.2152890370827572	1.886526735018494	-0.9796736258034907	-0.047772528983350326	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36207704842360416	0.0	-0.0	-0.0	-0.8821703630940746	-0.0	-0.0	0.0	0.0	-0.0	-0.0
31140000	0.4682150355068441	0.45063318037236866	0.8487556327106176	-2.699295032099622	-0.6980737163378902	-3.173763547372795	0.45297589537362115	0.2677540224692534	2.675262510009565	0.6369366065237437	1.8104582189453675	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4682150355068441	0.0	0.0	-0.0	-0.6980737163378902	-0.0	0.0	0.0	0.0	0.0	0.0
31160000	0.7208627250053303	2.465202791282153	1.8648179074362732	-0.14028294753973403	-0.7762875054726774	2.0300771274257987	-2.7173442631933655	-3.2813054958758006	-1.378436943971323	2.8888830042163067	-0.7926840506852655	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.7208627250053303	0.0	0.0	-0.0	-0.7762875054726774	0.0	-0.0	-0.0	-0.0	0.0	-0.7926840506852655
31180000	0.5949524525978569	0.5159323412843866	-1.7798123270411446	1.4354551154373987	-1.050611768188966	-0.2541308613616268	6.084752875228006	1.1298147604808688	-0.9564909866520235	1.265983478120966	-0.7024064585186751	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.5949524525978569	0.0	-0.0	0.0	-1.050611768188966	-0.0	0.0	0.0	-0.0	0.0	-0.7024064585186751
31200000	0.42456731226016386	-1.6435014525395815	-1.730759313715064	-0.036626198287270324	-1.002184282385497	2.6155025521943376	0.9318379748835153	2.196189209202527	-2.4236253193891875	1.2307052400135148	-2.9436234874806138	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42456731226016386	-0.0	-0.0	-0.0	-1.002184282385497	0.0	0.0	0.0	-0.0	0.0	-0.0
31220000	0.6383257890581497	1.5754154079137745	-0.17800793626376463	0.6331213496203559	-0.7276297005337661	1.6298947975644997	-0.06553951384380063	0.12237951462945876	-1.4379731886949136	3.2997198980070426	-0.8004667942144162	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.6383257890581497	0.0	-0.0	0.0	-0.7276297005337661	0.0	-0.0	0.0	-0.0	0.0	-0.8004667942144162
31240000	0.5373846917841678	-2.3184837890304975	0.34489795535432277	-1.5418711050091871	-0.6343943916764373	-1.2808406112581223	3.1979356718640473	-2.309722210957122	1.517985130044717	0.9600236484908233	-0.4036343919236809	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.5373846917841678	-0.0	0.0	-0.0	-0.6343943916764373	-0.0	0.0	-0.0	0.0	0.0	-0.4036343919236809
31260000	0.5159344249081895	-1.457269430880014	-1.3937332613069287	-2.8107392969270872	-0.5397052174899337	0.8657540665373922	-1.1625037474534896	0.0631756349122336	0.836636457800011	-0.34757637968116495	-0.3486795503365641	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.5159344249081895	-0.0	-0.0	-0.0	-0.5397052174899337	0.0	-0.0	0.0631756349122336	0.0	-0.0	-0.0
31280000	0.5254101968780553	1.3154413798504847	1.3802880018555674	2.4087925057022312	-0.8553046278023267	-0.06925357456018477	0.49594889044081264	2.1510013029696498	-1.9193421919615044	-0.7214840016302128	-0.5897127785253031	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.5254101968780553	0.0	0.0	0.0	-0.8553046278023267	-0.0	0.0	0.0	-0.0	-0.0	-0.5897127785253031
31300000	0.43226119136244273	-2.2984251577388815	-2.339883226125575	-2.5506480935247753	-0.9427464291665253	-2.013721636568983	-0.21730585767771016	-1.963764757885993	-2.764669741891925	-0.036588511764091045	3.1316134945972727	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43226119136244273	-0.0	-0.0	-0.0	-0.9427464291665253	-0.0	-0.0	-0.0	-0.0	-0.0	0.0
31320000	0.4188684554464275	2.0524954808938753	-1.0258190399004639	-0.8993941454017783	-0.6473180859529186	-1.3922882350746242	0.15582158545494504	-2.2650628057303908	0.3656358964653006	2.9674466184869024	-1.4391341660736563	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4188684554464275	0.0	-0.0	-0.0	-0.6473180859529186	-0.0	0.0	-0.0	0.0	0.0	-0.0
31340000	0.4257627169742716	-1.885484917405277	-0.9294720625564208	0.010223894294380989	-0.9722395924549874	-0.6234801866207018	0.10219227273277356	4.147214826770973	-3.5039283546367086	-1.038912880054422	-0.6296123035532427	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.4257627169742716	-0.0	-0.0	0.0	-0.9722395924549874	-0.0	0.0	0.0	-0.0	-0.0	-0.6296123035532427
31360000	0.6086349048507432	-1.3889329639942005	1.658435123436336	0.71161393455988	-0.6996802144488978	1.2699358609647822	-1.6707964280183956	-0.1404100110285975	-0.3345623365004191	-5.066100375607076	-0.8267857103977791	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.6086349048507432	-0.0	0.0	0.0	-0.6996802144488978	0.0	-0.0	-0.0	-0.0	-0.0	-0.8267857103977791
31380000	0.4313227306601459	-2.5099900332991676	-1.9588616843032376	0.9824328164932785	-0.4142211851727607	-0.6677612213171716	-0.45395590408754277	1.140777405436601	1.476901313935272	0.3052361603067729	2.2446749678081366	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4313227306601459	-0.0	-0.0	0.9824328164932785	-0.4142211851727607	-0.0	-0.0	0.0	0.0	0.0	0.0
31400000	0.45406302019537437	-0.5407426434514601	0.21197236013162318	-3.3650032870325615	-0.6530558021407705	2.1896374201612754	2.563334592466116	-0.9249677855872965	2.265015703609014	2.213504153661149	-0.8574684753411372	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.45406302019537437	-0.0	0.0	-0.0	-0.6530558021407705	0.0	0.0	-0.0	0.0	0.0	-0.8574684753411372
31420000	0.3993347232944097	0.009195273476123592	-4.207368766564527	1.2471759976129662	-0.981474604595041	-0.22789830572156314	-0.18615655124227448	-0.7676811860460763	1.317491862245636	-2.636359064586412	3.678096725094288	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3993347232944097	0.0	-0.0	0.0	-0.981474604595041	-0.0	-0.0	-0.0	0.0	-0.0	0.0
31440000	0.37212269169393525	-0.27309281009944814	-2.8655732998654755	1.9352076318995315	-0.5383687228862579	4.402240221852314	0.028382669987612623	0.32198629500960546	0.7480701570952382	-1.0168945098774365	-3.1233564806650618	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.37212269169393525	-0.0	-0.0	0.0	-0.5383687228862579	0.0	0.0	0.32198629500960546	0.0	-0.0	-0.0
31460000	0.42974401420839836	0.9266391701225299	-1.4162362060582017	-2.501903249475653	-0.9553383183815185	-3.1833574518306587	1.594374802151802	-0.7553911872384746	-0.6762335111767764	-4.199966832476968	-1.5371582288110084	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42974401420839836	0.0	-0.0	-0.0	-0.9553383183815185	-0.0	0.0	-0.0	-0.0	-0.0	-0.0
31480000	0.4827864862742538	1.371318219663678	0.6303926776505281	-6.200809361373896	-0.7289507330517909	-0.9100761936313629	0.644668633997651	-0.19187424011182655	-0.5452908464182499	1.0745352072017313	-0.6412129292210583	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.4827864862742538	0.0	0.0	-0.0	-0.7289507330517909	-0.0	0.0	-0.0	-0.0	0.0	-0.6412129292210583
31500000	0.6345144222998254	3.2687874271505724	-3.4015258382677924	-1.5098208476936694	-0.9563461907197803	2.5452688390329907	0.22389181930947533	-0.7897234977350003	-2.0316993718124037	-0.08935427025945515	-0.3947519407273842	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.6345144222998254	0.0	-0.0	-0.0	-0.9563461907197803	0.0	0.0	-0.0	-0.0	-0.0	-0.3947519407273842
31520000	0.5744091514191034	0.08821674606687296	-0.259837257864614	2.403671402998103	-0.6746665426599642	0.5093013249942433	0.957759204375942	1.742118320624185	-0.5786722520105926	-0.49755789377315107	3.632977457922669	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5744091514191034	0.0	-0.0	0.0	-0.6746665426599642	0.0	0.0	0.0	-0.0	-0.0	0.0
31540000	0.6301409335972317	0.19584795652371353	0.47221092066797177	0.7645110710662276	-0.5717216267194732	1.3553255572984901	-1.2958559555973015	-1.038888518252202	-1.4067697675553905	-0.01784795925090793	-0.37943410001873856	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.6301409335972317	0.0	0.0	0.0	-0.5717216267194732	0.0	-0.0	-0.0	-0.0	-0.0	-0.37943410001873856
31560000	0.6317152878821484	2.696292302885613	-2.877789985412237	0.8235705213750502	-0.5491233573697191	-3.6269782148695153	2.354011402479927	4.043992093464717	-3.257158088696185	1.9519003396243642	-0.47208828809436376	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.6317152878821484	0.0	-0.0	0.0	-0.5491233573697191	-0.0	0.0	0.0	-0.0	0.0	-0.47208828809436376
31580000	0.6018981345050075	2.2257378868933957	0.8758392962860319	-1.8915336679454802	-0.9303938772460476	-1.6071167521490963	-2.93519485579375	-0.257141889521594	3.110141339209685	-0.2611677223177997	-0.690999040514686	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.6018981345050075	0.0	0.0	-0.0	-0.9303938772460476	-0.0	-0.0	-0.0	0.0	-0.0	-0.690999040514686
31600000	0.2941987258551954	1.6231078449997907	1.7763931999702118	-0.5759875897879623	-0.6809287915573452	0.8269343513353953	0.5202935049851085	-2.0112676944383545	-1.1360781788483083	4.194240335146641	-0.14900624476750032	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.2941987258551954	0.0	0.0	-0.0	-0.6809287915573452	0.0	0.0	-0.0	-0.0	0.0	-0.14900624476750032
31620000	0.6392901666172492	-1.8064907351306971	0.7745494758851146	-0.5344484039532472	-1.03423813916427	-2.781761627751844	3.9414604280983783	0.4225361841779803	-3.146790040976081	2.2041332117795527	-0.6523537165918378	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.6392901666172492	-0.0	0.0	-0.0	-1.03423813916427	-0.0	0.0	0.0	-0.0	0.0	-0.6523537165918378
31640000	0.6417678333549292	-2.1031404808787273	0.8503487023719978	0.19521793484357472	-1.2502791837133225	-0.18973810024870832	0.6461572316265782	-1.5609438288077757	0.030868477625718607	3.5307631146257568	-0.5680967159976302	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.6417678333549292	-0.0	0.0	0.0	-1.2502791837133225	-0.0	0.0	-0.0	0.0	0.0	-0.5680967159976302
31660000	0.49050639085543457	4.601138483509597	-1.4807017301087608	0.09727533215632614	-0.7086995184539256	0.564006508716858	-0.7191536345583396	0.6793771186687378	0.461575830908398	-0.8901462775558084	-0.2967281983442423	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49050639085543457	0.0	-0.0	0.0	-0.7086995184539256	0.0	-0.0	0.0	0.0	-0.0	-0.0
31680000	0.4747575864813436	0.057061353068761186	-0.14092872211954677	-1.0484332492038888	-0.5891839918035133	1.6719666703555482	-0.17483561166949965	0.8512698632613994	-0.7424202797005731	3.3060678310482636	-0.153598118817258	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.4747575864813436	0.0	-0.0	-0.0	-0.5891839918035133	0.0	-0.17483561166949965	0.0	-0.0	0.0	-0.0
31700000	0.37221628629003467	-0.40752372094513595	0.7187041047640125	0.35798562628948727	-0.7512915944316874	0.00568649428875285	1.73312731605276	0.7854738315742392	-2.465450299319044	-3.713847560190478	-0.41998970550805353	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.37221628629003467	-0.0	0.0	0.0	-0.7512915944316874	0.0	0.0	0.0	-0.0	-0.0	-0.41998970550805353
31720000	0.7484040756988495	0.7305449097261288	0.35878471414779844	2.034991929018664	-0.44292549242994694	1.3284009611447272	-1.692117541746526	-0.6591161051179536	3.6178211893644376	-0.4653930001364585	-0.892861506431249	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.7484040756988495	0.0	0.0	0.0	-0.44292549242994694	0.0	-0.0	-0.0	0.0	-0.0	-0.892861506431249
31740000	0.6199288010288159	-2.8355911830156613	0.010875817385832418	1.2506153707638803	-0.8089148553148179	2.217582512608906	-0.2162202220962275	-0.21948277597455057	3.202465550911109	-4.05161109375516	-0.49863630494148914	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.6199288010288159	-0.0	0.0	0.0	-0.8089148553148179	0.0	-0.0	-0.0	0.0	-0.0	-0.49863630494148914
31760000	0.6126220563060782	-0.8382979636719365	-2.357793998986504	1.091973223429702	-0.7671306224299345	-4.146344383563631	0.4792370638757646	-3.1210145947571317	1.3534468889975326	0.9894809832396958	-0.5448722954936042	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.6126220563060782	-0.0	-0.0	0.0	-0.7671306224299345	-0.0	0.0	-0.0	0.0	0.0	-0.5448722954936042
31780000	0.5242566608420458	0.6468888701731003	-5.297768883868951	-1.8293785594214198	-0.8543771292677822	1.599848251371397	0.3153786844352272	1.7992224991147299	0.6632780212554443	3.071817682088923	-0.5320145787783077	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.5242566608420458	0.0	-0.0	-0.0	-0.8543771292677822	0.0	0.0	0.0	0.0	0.0	-0.5320145787783077
31800000	0.5571839230241116	0.06760697385236178	-2.1669149252461715	2.409435075803692	-0.6917879672212848	1.0682208109041822	0.5273099677014682	-1.9166721825809698	-1.9754390707584695	3.070360766389754	-0.613229719299887	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.5571839230241116	0.0	-0.0	0.0	-0.6917879672212848	0.0	0.0	-0.0	-0.0	0.0	-0.613229719299887
31820000	0.5689489714899233	-0.3677492565857239	-1.9262623881321848	-0.6421099724146107	-0.5795870827182024	1.6413878171417458	2.0653617600649175	4.942155582104565	2.769956337032338	0.2516921281452874	-0.6267007498801309	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.5689489714899233	-0.0	-0.0	-0.0	-0.5795870827182024	0.0	0.0	0.0	0.0	0.0	-0.6267007498801309
31840000	0.22510946110065364	-0.7183864511407778	0.1093615624708845	-2.1728197293711955	-1.1110031493371733	-0.6997455141657459	3.909081280208729	-0.1560731216197513	0.020489759309019598	1.4293829350662326	-1.0294734065860165	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22510946110065364	-0.0	0.0	-0.0	-1.1110031493371733	-0.0	0.0	-0.0	0.0	0.0	-0.0
31860000	0.5309402001387654	-0.3684553558078939	-0.605489669444783	0.08409318024955445	-0.8726837885976269	4.428468879496348	-2.020768173242673	1.6805156638574594	-2.7658269050626827	-0.883373208776747	-0.6112050405439546	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.5309402001387654	-0.0	-0.0	0.0	-0.8726837885976269	0.0	-0.0	0.0	-0.0	-0.0	-0.6112050405439546
31880000	0.4947555642980446	1.3396715938621402	-0.6197307482849409	-0.3766310662692462	-0.5647789362699366	-1.2947851777764137	-0.6842330622603537	-1.6251923248825157	-1.178424145830413	2.9924804757204995	-0.33659245163262436	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.4947555642980446	0.0	-0.0	-0.0	-0.5647789362699366	-0.0	-0.0	-0.0	-0.0	0.0	-0.33659245163262436
31900000	0.5415761545616354	2.49145869852979	-1.332624728369709	1.2898875840120687	-0.7577412978523022	-2.096576917231522	0.676587744235839	-1.013290703280122	0.6114703432420354	-1.0723803637926215	-0.3935232721123486	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.5415761545616354	0.0	-0.0	0.0	-0.7577412978523022	-0.0	0.0	-0.0	0.0	-0.0	-0.3935232721123486
31920000	0.4043610467363952	-0.8856044515769876	2.377675596341544	-2.786583962721086	-0.9360494201900859	-0.002775556161657074	-1.3454025346111536	-1.0222666490454069	1.6433901556200385	-0.6822476731744611	0.7940830613184502	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4043610467363952	-0.0	0.0	-0.0	-0.9360494201900859	-0.0	-0.0	-0.0	0.0	-0.0	0.0
31940000	0.6765231782810734	-1.9024298173295724	1.074523322613911	0.08890897395681993	-0.5213166228894395	-0.31868878751912894	-0.3912528297083524	0.5391435667280864	1.0678867553534366	1.0880413310194015	-2.193635095116567	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.6765231782810734	-0.0	0.0	0.0	-0.5213166228894395	-0.0	-0.3912528297083524	0.0	0.0	0.0	-0.0
31960000	0.4062287748282877	1.0122943962170574	-1.7194943619680525	1.5874616524482927	-1.0207087361150455	1.56186725410529	0.9259046302779852	0.2193463338168669	0.16876621155645133	2.9480554774699597	2.176925045195136	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4062287748282877	0.0	-0.0	0.0	-1.0207087361150455	0.0	0.0	0.0	0.0	0.0	0.0
31980000	0.41592463298025434	0.022774306187762793	-1.062583922210184	-0.11047099585152353	-0.7058754150750195	1.2420917271115166	3.530390928974038	-2.6615364648443394	-2.4779156165357388	5.671644252068863	-4.015281207591756	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41592463298025434	0.0	-0.0	-0.0	-0.7058754150750195	0.0	0.0	-0.0	-0.0	0.0	-0.0
32000000	0.4479564665031128	0.27576783429912305	3.1947754050484973	2.0245705854021394	-0.7235917775193692	0.4161599464111644	0.8373090190130039	1.5740958992795957	-0.7531222907107349	-0.6917253411184	2.021650759690763	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4479564665031128	0.0	0.0	0.0	-0.7235917775193692	0.0	0.0	0.0	-0.0	-0.0	0.0
32020000	0.3082190942129191	2.0789293373388844	-4.888425620819624	1.0950791509716804	-0.868945488969861	0.18395437664808423	3.24788715723542	2.9885696601462164	-2.7581284047129695	2.024422711013316	1.1092423053281109	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3082190942129191	0.0	-0.0	0.0	-0.868945488969861	0.0	0.0	0.0	-0.0	0.0	0.0
32040000	0.5051475132093096	1.3797540308367977	0.5121076565818894	-3.3994924096880013	-0.6375847691651086	1.4464214411587848	-0.2352784529896147	-3.986647989784988	-1.6327325346501393	-1.20227730087858	2.124799291448026	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.5051475132093096	0.0	0.0	-0.0	-0.6375847691651086	0.0	-0.2352784529896147	-0.0	-0.0	-0.0	0.0
32060000	0.44920525534765476	0.9716013691252896	-1.4925348607520972	-0.9931574726844236	-0.9657043093803805	-1.4409908478830131	-1.6966649719889533	1.7874203885287439	-0.561106885558743	-0.83943821623425	-2.873428751141405	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44920525534765476	0.0	-0.0	-0.0	-0.9657043093803805	-0.0	-0.0	0.0	-0.0	-0.0	-0.0
32080000	0.5074593978175538	0.7428152542818589	1.9382032870839745	-2.182723973552182	-0.7205772858580518	-0.31296973408177864	2.5523320124004907	-2.4613630969672067	-0.8117459595474479	0.021476384589258234	-0.7450480802002463	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.5074593978175538	0.0	0.0	-0.0	-0.7205772858580518	-0.0	0.0	-0.0	-0.0	0.0	-0.7450480802002463
32100000	0.4411397159677822	-0.9681184523494664	-1.6707807550886684	-0.20757487565349353	-0.946861185008888	0.5584292385709548	0.19397540884319453	-0.040247106958457256	-2.449163528422291	-1.2339790688976169	-0.3485169462123018	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.4411397159677822	-0.0	-0.0	-0.0	-0.946861185008888	0.0	0.0	-0.0	-0.0	-0.0	-0.3485169462123018
32120000	0.5142641801599342	-2.4019874113830317	-2.6368535527536063	-1.1163305787942759	-0.7432577372832403	0.502065390818584	-1.3191311551614011	2.3726050805790324	-0.7856937465226701	1.0046520629464926	-0.30999409395833505	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.5142641801599342	-0.0	-0.0	-0.0	-0.7432577372832403	0.0	-0.0	0.0	-0.0	0.0	-0.30999409395833505
32140000	0.3554386000701728	-1.1239656657204138	1.545211309124269	1.9140227940591896	-0.94212493469235	2.961034796367362	1.2124067440664872	1.3547416312092382	3.676920897663544	-1.4074614578350517	1.8920581331510367	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3554386000701728	-0.0	0.0	0.0	-0.94212493469235	0.0	0.0	0.0	0.0	-0.0	0.0
32160000	0.5085738035551284	0.40394748309907225	0.4307449798788584	3.2862598547767146	-0.7080862463065399	0.12495480456495686	3.690392436895177	-1.2240376671308169	-0.0038221080353410437	-0.23131970056115161	-0.551653519268631	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.5085738035551284	0.0	0.0	0.0	-0.7080862463065399	0.0	0.0	-0.0	-0.0	-0.0	-0.551653519268631
32180000	0.5946748343683494	0.5479540876611962	-0.6055715445175281	-3.6664231378618553	-0.7705787089717272	0.13443131300045033	-2.265226238213259	3.2100547598330267	-0.8706958570687967	2.1199204892503563	-0.5512511285871684	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.5946748343683494	0.0	-0.0	-0.0	-0.7705787089717272	0.0	-0.0	0.0	-0.0	0.0	-0.5512511285871684
