# BEAST v1.10.0 Prerelease #VEME2017
# Generated Thu Aug 02 12:26:40 NZST 2018 [seed=1533169596303]
# -beagle_SSE ../mugration_sample_tight.xml
state	location.coefficients1	location.coefficients2	location.coefficients3	location.coefficients4	location.coefficients5	location.coefficients6	location.coefficients7	location.coefficients8	location.coefficients9	location.coefficients10	location.coefficients11	location.coefficients12	location.coefficients13	location.coefIndicators1	location.coefIndicators2	location.coefIndicators3	location.coefIndicators4	location.coefIndicators5	location.coefIndicators6	location.coefIndicators7	location.coefIndicators8	location.coefIndicators9	location.coefIndicators10	location.coefIndicators11	location.coefIndicators12	location.coefIndicators13	location.coefficientsTimesIndicators1	location.coefficientsTimesIndicators2	location.coefficientsTimesIndicators3	location.coefficientsTimesIndicators4	location.coefficientsTimesIndicators5	location.coefficientsTimesIndicators6	location.coefficientsTimesIndicators7	location.coefficientsTimesIndicators8	location.coefficientsTimesIndicators9	location.coefficientsTimesIndicators10	location.coefficientsTimesIndicators11	location.coefficientsTimesIndicators12	location.coefficientsTimesIndicators13
740000	0.9837742762499496	-2.3076612682708464	0.0015024338216126508	1.075224253377091	-1.4179683826890435	-0.31807223376602944	2.1581373859320907	3.1843047023252438	-0.0920119061450971	1.49795482218773	-1.3929226498988312	0.638725342946987	1.6335874090148716	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	-0.0	0.0	1.075224253377091	-1.4179683826890435	-0.0	0.0	0.0	-0.0	0.0	-0.0	0.638725342946987	0.0
760000	0.5566998970205238	-2.3442853127376955	-1.118340707170404	0.6276895338973008	-0.7711541281024525	0.9374618650289133	-2.3387035166485943	1.8162950239297517	-1.1954779023274416	4.604493426265352	-0.47529968580632875	-0.2820000878655923	0.40706814987336487	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.5566998970205238	-0.0	-0.0	0.0	-0.7711541281024525	0.0	-0.0	0.0	-0.0	0.0	-0.47529968580632875	-0.0	0.0
780000	0.7443865006038664	0.28185006783434224	1.960759499383503	1.302290201103957	-0.4787997757539498	1.9247349903631217	-1.274496032447265	-1.0086586826774222	-2.6321101680472982	4.446444677623653	-0.5556685859523488	-2.2527360847839835	4.192938824387471	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.7443865006038664	0.0	0.0	0.0	-0.4787997757539498	0.0	-0.0	-0.0	-0.0	0.0	-0.5556685859523488	-0.0	0.0
800000	0.11864421671709008	0.8109146864060998	1.4437126564065799	1.5836500322900775	-0.9092213920476476	2.0421675346024983	-1.8161544218952679	0.16230463005435417	2.764200714190788	-0.9773172161753916	-1.06903857243429	-1.4485696066753218	1.9405888807888916	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11864421671709008	0.0	0.0	0.0	-0.9092213920476476	0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0
820000	0.5648072961629468	2.4372174117393723	-0.013895579662093697	-1.235019416613062	-0.9110369274717455	2.5933410985743066	0.6361788515123351	0.011110704678470897	-1.049545502630524	0.6430652350954384	-0.35247542957787237	1.8669995939813977	-0.23891889707289088	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.5648072961629468	0.0	-0.0	-0.0	-0.9110369274717455	0.0	0.0	0.0	-0.0	0.0	-0.35247542957787237	0.0	-0.0
840000	0.47691873386849226	2.7352559151406717	-1.9272037262620383	0.608504149100563	-0.6308507854090323	2.519240396554773	-0.9813994829388948	5.153965150677309	1.7794519790204486	1.5760911712855137	-0.3889398890957204	-2.073839470834649	0.8975399734506438	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.47691873386849226	0.0	-0.0	0.0	-0.6308507854090323	0.0	-0.0	0.0	0.0	0.0	-0.3889398890957204	-0.0	0.0
860000	0.40917906024150363	-0.7137573403596135	-0.10076534285899792	-3.2329113158688965	-0.8992696689468638	-3.680202142336633	0.49141507537860374	3.449918681252704	-0.9852675543194875	-2.163285499471876	0.31403415366848747	2.498705880538354	1.8269617821892572	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.40917906024150363	-0.0	-0.0	-0.0	-0.8992696689468638	-0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	0.0
880000	0.4524472524922786	1.6967167650159902	1.2528794917884791	-0.5030244656991055	-0.9926796377786201	-3.056042668054834	-2.4006714607095683	2.346929667559047	-3.594631355456446	-1.8875167390779364	3.140837419579772	0.43785768948317777	0.9511326862772432	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4524472524922786	0.0	0.0	-0.0	-0.9926796377786201	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	0.0
900000	0.40401293979519526	-1.3578055239131632	0.01878762272957844	2.0123521911121327	-0.7773644070139349	-3.0350019158622366	3.097332465333034	-1.2990775635211322	3.2064987051807514	-0.7762920535567093	-0.2816303509950377	3.323767780144325	-1.4918339501848696	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.40401293979519526	-0.0	0.0	0.0	-0.7773644070139349	-0.0	0.0	-0.0	0.0	-0.0	-0.2816303509950377	0.0	-0.0
920000	0.473683285173486	-1.696349173571486	-2.046380228646661	-1.8685445067322222	-0.820458055883465	1.8975202547510168	2.0812649219761803	-0.09592797605117687	0.9493362564190018	2.7845115230588733	-0.4456234105877776	-2.611588409455052	-3.6504045201303708	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.473683285173486	-0.0	-0.0	-0.0	-0.820458055883465	0.0	0.0	-0.0	0.0	0.0	-0.4456234105877776	-0.0	-0.0
