# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Mon Feb 25 09:42:05 CST 2019 [seed=1551058923968]
# -beagle_SSE DTA_385_sample_tight_100m.xml
# keywords: skyline
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	skyline.popSize1	skyline.popSize2	skyline.popSize3	skyline.popSize4	skyline.popSize5	skyline.popSize6	skyline.popSize7	skyline.popSize8	skyline.popSize9	skyline.popSize10	skyline.groupSize1	skyline.groupSize2	skyline.groupSize3	skyline.groupSize4	skyline.groupSize5	skyline.groupSize6	skyline.groupSize7	skyline.groupSize8	skyline.groupSize9	skyline.groupSize10	kappa	alpha	default.clock.rate	location.clock.rate	default.meanRate	location.meanRate	location.includedPredictors	location.coefficientsTimesIndicators1	location.coefficientsTimesIndicators2	location.coefficientsTimesIndicators3	location.coefficientsTimesIndicators4	location.coefficientsTimesIndicators5	location.coefficientsTimesIndicators6	location.coefficientsTimesIndicators7	location.coefficientsTimesIndicators8	location.coefficientsTimesIndicators9	location.coefficientsTimesIndicators10	location.coefficientsTimesIndicators11	location.coefficientsTimesIndicators12	location.coefficientsTimesIndicators13	default.treeLikelihood	default.branchRates	location.branchRates	location.treeLikelihood	skyline
1600000	-50566.87445881383	-4489.485533528699	-46077.38892528513	46.362402935867124	1968.5581450093384	1326.9453850613297	82.3589363232956	121.38460362144744	128.758028655757	70.06110579696406	109.60256917328957	39.90479817728304	108.6287705418765	28.802610800731944	31.026448013028773	6.547974770247166	99.0	62.0	60.0	15.0	74.0	5.0	7.0	34.0	22.0	6.0	8.11970133018715	0.4356169776775154	0.003383037918582845	0.01300209058374026	0.0033830379185828467	0.01300209058374026	3.0	0.2871050664948611	0.0	-0.0	-0.0	-1.362797866318359	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.6026736607211813	-0.0	-45820.398967623325	0.0	0.0	-256.9899576618055	-2083.672803557168
1620000	-50568.26141785639	-4496.795951827732	-46071.465466028654	46.98962517976342	1967.9309227654421	1318.6716334831974	82.2975581443684	130.8103197367273	106.8859036975215	66.73742299190516	95.9525158412419	67.40916741262151	110.01070602555592	33.19116371906581	20.009423470156616	11.296770148696979	109.0	53.0	56.0	9.0	57.0	15.0	18.0	34.0	25.0	8.0	8.669844044341717	0.4424795787453888	0.0032999063730189964	0.01891058250637495	0.0032999063730189946	0.018910582506374913	2.0	-0.0	0.0	0.0	-0.0	-1.524788716953853	-0.0	0.0	-0.0	-0.0	0.0	0.0	0.9080301393681125	0.0	-45812.78078699895	0.0	0.0	-258.68467902970633	-2083.089848486287
1640000	-50526.65628134417	-4488.3718521801065	-46038.284429164065	46.326719374131834	1968.5938285710736	1318.2455205466715	91.36255288826742	143.90184249396032	116.04343884517937	102.19582063459988	85.65416236702872	69.6625986729576	144.45281264697348	27.778080687569215	23.390426605128788	8.861571192333425	95.0	60.0	55.0	28.0	52.0	19.0	3.0	38.0	29.0	5.0	8.57902987720978	0.4100557509405339	0.0032849175025492887	0.015605400634056393	0.0032849175025492896	0.015605400634056408	2.0	-0.0	-0.0	-0.0	0.0	-1.1845257381577368	0.0	0.0	-0.0	0.0	0.0	0.0	0.4638315461045659	0.0	-45777.59631885488	0.0	0.0	-260.6881103091848	-2080.070889399325
1660000	-50548.85523601323	-4476.807891037601	-46072.04734497563	46.520558145451105	1968.3999897997544	1317.208249497204	91.62933031625067	127.79371634565551	129.9454813191648	75.21069149079779	90.91661742239512	133.67898602708817	21.6072991274627	19.443848095632525	29.903349721032104	3.6999170453483488	113.0	65.0	38.0	19.0	64.0	17.0	1.0	22.0	40.0	5.0	8.806554341107383	0.4371055271296823	0.0034382230301152426	0.016359062923508447	0.0034382230301152473	0.01635906292350846	2.0	0.2534085064739283	0.0	0.0	-0.0	-0.8245016332433579	0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	-45809.47805493492	0.0	0.0	-262.5692900407119	-2074.6470033335904
1680000	-50535.67905790055	-4492.194283911783	-46043.48477398876	45.66895751064846	1969.251590434557	1311.6804347329992	91.91735142110699	110.97652070633369	107.10138874499266	95.5767241735401	117.1354419153498	148.3039554199481	37.88622533237268	29.873783204181233	24.253786106264204	0.8728709865652527	116.0	69.0	48.0	29.0	40.0	14.0	9.0	6.0	51.0	2.0	8.603155011333373	0.4398813586413911	0.0033832943226618714	0.01697665092743593	0.0033832943226618675	0.01697665092743592	2.0	0.5756270536973195	-0.0	-0.0	-0.0	-0.3922330938533983	-0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	-45780.661263800954	0.0	0.0	-262.8235101878109	-2088.225966302815
1700000	-50549.99862629929	-4512.178337278932	-46037.820289020354	46.00218630474099	1968.9183616404646	1345.4269798400533	127.5831612996734	120.76489615130387	119.53272375895595	102.0940972004222	87.52834202321895	73.87024515232389	7.027551059297224	18.851475967892984	25.456767432342385	1.5159257483938602	115.0	79.0	41.0	33.0	47.0	16.0	1.0	13.0	36.0	3.0	8.59104790189268	0.4285143710284685	0.0033654922370867733	0.01926061356936233	0.0033654922370867824	0.01926061356936236	3.0	0.5148238708186974	0.0	0.0	-0.0	-0.5709443504636535	0.0	-0.510115948676258	-0.0	-0.0	-0.0	-0.0	0.0	0.0	-45781.01122777869	0.0	0.0	-256.80906124166455	-2102.339028494138
1720000	-50532.38236430714	-4507.188925075956	-46025.19343923118	44.968694158544665	1969.9518537866609	1321.204050735289	102.5121778169234	127.22354321644272	101.75871416400088	116.02588031447941	73.46629003984337	49.64166022259118	61.44393115154644	27.241853634350974	21.534292181629063	4.037112945080008	112.0	84.0	57.0	19.0	56.0	2.0	3.0	16.0	30.0	5.0	9.205471369101229	0.4370114383570315	0.0034243658044842097	0.019664507490416202	0.0034243658044842053	0.019664507490416195	3.0	0.6078821086202202	-0.0	0.0	-0.0	-0.7215300241417808	0.0	-0.0	-0.0	-0.0	0.0	-0.5130950220117815	-0.0	-0.0	-45770.621378364114	0.0	0.0	-254.5720608670653	-2091.4468486469596
1740000	-50540.18329475689	-4502.980765990645	-46037.20252876625	46.05303028364861	1968.8675176615568	1332.6915486315745	106.78016074322043	132.625025405645	109.08646355458343	114.38472826841982	94.6581261931288	38.04054755273213	16.495493907361244	47.46126621959573	23.78178756852612	9.406366508734958	109.0	88.0	51.0	17.0	61.0	13.0	6.0	10.0	26.0	3.0	8.337200749527762	0.4276250663219812	0.003202623804575082	0.02240810213801406	0.0032026238045750827	0.022408102138014096	2.0	0.4342084114632594	0.0	-0.0	0.0	-0.5216282671005561	0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	-45784.592657096415	0.0	0.0	-252.60987166983347	-2092.42010026641
1760000	-50565.252354199954	-4502.2714832168285	-46062.98087098313	46.63588246027916	1968.2846654849263	1339.2005339531825	106.19243838734582	114.7223033969567	95.7096613139887	126.3747306620293	89.05147291299798	63.82343137987221	21.19392743900061	42.761211191880065	27.480005987242947	5.933677782262531	111.0	103.0	46.0	3.0	47.0	13.0	1.0	23.0	31.0	6.0	8.359309853784811	0.41970742244945664	0.0034341639189766305	0.020276448285917514	0.003434163918976627	0.020276448285917528	2.0	0.4846997006976411	-0.0	-0.0	-0.0	-0.9701048902032838	-0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	-45805.24441253833	0.0	0.0	-257.73645844479313	-2094.3133835179246
1780000	-50587.043453773425	-4505.848092787365	-46081.19536098606	45.99027611833456	1968.930271826871	1336.3139840038493	114.95750279503437	154.3995684457947	115.48280117117397	115.78124805708873	74.45261553175081	40.64014245030613	54.695425326671014	64.96107937438536	33.96591620923121	11.145256388748496	114.0	98.0	53.0	1.0	58.0	9.0	3.0	2.0	40.0	6.0	8.417350717940518	0.4231613621334395	0.0032968770301505593	0.01829656040238908	0.003296877030150561	0.018296560402389084	2.0	0.3614375347161533	-0.0	-0.0	0.0	-1.0186620905179993	0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	-45822.85657902216	0.0	0.0	-258.33878196389645	-2099.291048123864
1800000	-50561.38583151737	-4495.975797183609	-46065.41003433376	46.71513732824554	1968.2054106169599	1318.260201567377	96.4868557153206	129.09861712878921	100.79930283239887	192.26018783900815	83.34446602243987	33.63924428595699	48.80930499016578	60.67790671446227	20.589845068583834	13.622558755015714	113.0	90.0	56.0	5.0	55.0	16.0	20.0	2.0	26.0	1.0	8.871257300229525	0.435630145360286	0.0034369885099855813	0.02051302239072138	0.003436988509985582	0.020513022390721374	2.0	0.49655557304856274	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.9159510020179762	-0.0	-0.0	0.0	-45805.551250660414	0.0	0.0	-259.8587836733526	-2085.9145058635586
1820000	-50565.27709318573	-4488.759814941744	-46076.517278243984	48.01993744234787	1966.9006105028577	1317.8088723124533	108.78624246278056	136.31934246918794	75.98931717197009	221.2500135237286	62.57896680719564	18.753276303125627	28.969777833748456	43.44284468472286	20.129639599634714	7.966820593743222	129.0	78.0	49.0	6.0	66.0	9.0	4.0	12.0	26.0	5.0	8.512920076177263	0.4291238854275653	0.0032852419552459834	0.020318789626598784	0.0032852419552459873	0.02031878962659878	2.0	0.34119356927214295	0.0	-0.0	0.0	-0.7411236138829195	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	-45819.34593604288	0.0	0.0	-257.1713422010989	-2078.1261263302713
1840000	-50527.069303223056	-4489.1079151437025	-46037.961388079355	45.11334705142856	1969.807200893777	1295.4559490042366	82.30421860773541	136.502147633266	102.93175150867373	188.20728532280583	95.29293424832613	31.853541476598366	34.529820875846596	21.425084935739545	31.824848384622932	5.407949173602221	124.0	57.0	65.0	6.0	69.0	9.0	13.0	4.0	32.0	5.0	8.301433407043508	0.4446090910736012	0.003524266870765921	0.022306670946896513	0.0035242668707659228	0.02230667094689654	2.0	0.4687896870952767	-0.0	-0.0	0.0	-0.6476374171531575	-0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	-45780.98256419909	0.0	0.0	-256.9788238802629	-2073.4204968812915
1860000	-50543.30140839396	-4482.802175965043	-46060.49923242892	46.858078255645694	1968.0624696895597	1301.999107103685	87.87651730169304	123.16157357577785	113.0041760021081	81.57857389489664	96.57787247659391	19.647876662210027	29.758038767656934	29.69602667004156	26.86723035960769	2.3601954242914345	126.0	68.0	71.0	5.0	43.0	15.0	25.0	3.0	25.0	3.0	8.708939343846945	0.443113069685242	0.0034062864113627855	0.016564379765384166	0.0034062864113627877	0.016564379765384177	1.0	0.48676375127027666	0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	-45788.51322524733	0.0	0.0	-271.98600718159554	-2082.4117636890282
1880000	-50547.378125206356	-4499.530251749116	-46047.84787345724	46.375917074093756	1968.5446308711118	1322.9956587949266	94.23783224070833	159.4228380588204	87.74484689572758	218.7378047266282	74.97639347385356	51.79496563118648	24.592339112515035	25.38759115675313	35.882423316573295	14.908170726981256	115.0	57.0	86.0	9.0	48.0	13.0	4.0	15.0	16.0	21.0	8.610048607282089	0.42918439392263946	0.0034962448091255794	0.01780771693098617	0.0034962448091255833	0.017807716930986175	2.0	0.4498397896876673	0.0	-0.0	0.0	-0.6701324096305421	0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	-45788.431211489646	0.0	0.0	-259.41666196759473	-2089.593368599731
1900000	-50548.906702323126	-4500.795342654528	-46048.1113596686	46.67407763344053	1968.246470311765	1337.5927114489687	89.33662190535958	147.70713603957563	100.34902072716899	55.00690474857514	130.63559269977597	117.90752432090146	22.74463948980456	20.520084974260122	28.38989120165236	13.134746242836671	119.0	58.0	95.0	7.0	40.0	1.0	15.0	15.0	29.0	5.0	8.691632028022743	0.4512778114289294	0.0033883580079275524	0.020092366687657372	0.0033883580079275668	0.020092366687657414	1.0	0.5802079103645845	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	-45782.89735927415	0.0	0.0	-265.2140003944409	-2093.017681850104
1920000	-50561.28317267581	-4505.472448416181	-46055.81072425963	45.70072993419648	1969.219818011009	1326.815801300641	113.68347519832501	136.78353013443072	146.57515888207624	30.620797755139115	96.22506362215758	85.22299861259994	34.06941435240834	26.080853337542337	22.91542802816106	13.912737157173355	107.0	67.0	93.0	3.0	41.0	8.0	26.0	7.0	26.0	6.0	8.714377460327968	0.4485123547205322	0.0033866427821323615	0.017883010402545932	0.0033866427821323646	0.017883010402545925	4.0	0.49682670413715035	-0.0	0.0	0.0	-0.5694540096850639	-0.0	-0.0	0.0	-0.0	-1.0142073596783752	-0.48373646307616186	0.0	0.0	-45799.652308272074	0.0	0.0	-256.1584159875597	-2095.8513171529553
1940000	-50575.75589903479	-4499.168013749446	-46076.58788528534	46.58537586129174	1968.3351720839137	1323.320901217667	97.11675596762667	118.47996252348173	104.38064454579201	76.539110352153	167.78670050275073	33.51752245628394	26.890345493983393	37.69038644324651	19.88329779048528	15.778128592023084	106.0	51.0	116.0	4.0	38.0	4.0	23.0	23.0	14.0	5.0	8.839434271162148	0.4148571168385855	0.0033102745668761244	0.017760518281396097	0.003310274566876128	0.01776051828139613	2.0	0.48735713420362897	-0.0	0.0	-0.0	-0.700171894894861	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	-0.0	-45814.81269823428	0.0	0.0	-261.77518705106513	-2089.679850749319
1960000	-50596.519463683384	-4502.112288706193	-46094.40717497719	45.70902944736559	1969.21151849784	1334.293030267767	90.45838498741374	134.09596077721147	109.31825023837241	91.79396811282578	102.65807687348004	76.99158441355783	39.023606784215005	34.12241318857934	33.78975113483977	4.546844755883479	92.0	57.0	121.0	16.0	26.0	4.0	33.0	10.0	24.0	1.0	8.9864665504477	0.41541351138793653	0.003338153408540436	0.01765938965951746	0.0033381534085404436	0.01765938965951748	2.0	0.519767424134757	0.0	-0.0	-0.0	-0.5717141190209228	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	-45835.04520557738	0.0	0.0	-259.3619693998085	-2093.8398966599643
1980000	-50572.908819242424	-4504.269964631435	-46068.63885461099	45.98478522033768	1968.9357627248678	1316.0980507282272	101.51820179092861	112.26457238648601	124.01825672368152	99.54354370503222	100.84746222186068	31.9418517910742	40.57782020327847	26.369423375752326	19.059677466387164	4.633374718678301	113.0	46.0	117.0	31.0	19.0	11.0	33.0	2.0	10.0	2.0	8.850466009537758	0.4389271788874412	0.003354433356339865	0.025526157092100737	0.0033544333563398617	0.02552615709210074	2.0	0.4220154915886669	-0.0	-0.0	-0.0	-0.8370682328988049	-0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	-45816.19318705164	0.0	0.0	-252.4456675593498	-2083.9323709174114
2000000	-50518.1859498329	-4477.41256059146	-46040.77338924144	45.764047483455144	1969.1565004617503	1308.024894103036	96.27210316764001	121.97856655215504	97.8097895568215	98.96377898155811	17.601930166958372	47.37707767397952	31.024885431468	48.322945219045465	21.056479724142886	4.423679959819744	117.0	64.0	117.0	21.0	24.0	10.0	16.0	2.0	10.0	3.0	8.348704317199825	0.45438888864036553	0.0035068841901414343	0.017595163368461945	0.003506884190141437	0.017595163368461942	2.0	0.5454351301919693	-0.0	-0.0	-0.0	-0.5668213264942858	-0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	0.0	-45778.47642453082	0.0	0.0	-262.29696471062164	-2069.4021816241243
2020000	-50530.813165527084	-4483.016703144842	-46047.79646238224	45.448437784520145	1969.4721101606854	1307.8886784823283	98.65015134123698	121.75383383104442	97.1869182324037	63.998020581243985	20.42081200899758	34.12864871710204	31.443238581047037	34.21386330780572	27.11081302788388	6.519408991622076	124.0	70.0	113.0	19.0	17.0	2.0	19.0	4.0	11.0	5.0	8.573421100746707	0.42259287095951503	0.003444118036334597	0.02109442990165987	0.003444118036334596	0.02109442990165989	2.0	-0.0	0.0	-0.0	1.0821677831710173	-0.698859312838129	-0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	-45791.60944025863	0.0	0.0	-256.1870221236059	-2077.011973779209
2040000	-50533.20277011953	-4464.064388772869	-46069.13838134666	44.85814338118876	1970.0624045640168	1292.314522309847	98.89333318305067	125.01152135854056	83.29781711538837	99.2600935815296	16.075402428609973	42.71755776359711	43.62957358650348	12.13568580247355	16.69122527443205	19.441336577917887	125.0	72.0	107.0	20.0	16.0	1.0	18.0	3.0	2.0	20.0	8.794183786786654	0.4217302128619994	0.003417865504235308	0.015634516868392484	0.0034178655042353037	0.01563451686839248	2.0	0.6884021400522466	-0.0	-0.0	-0.0	-0.35066806816935225	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-45803.5361731025	0.0	0.0	-265.60220824416666	-2065.497280980593
2060000	-50543.434428711575	-4482.681010988095	-46060.75341772348	46.43415229928044	1968.486395645925	1302.0471534150352	112.92160555833082	134.5671066133694	87.79956696659265	122.83719292095388	13.687361138515234	37.1733609224419	37.925881629239186	25.729500664414562	18.558929772655514	12.073326046072513	135.0	55.0	118.0	14.0	12.0	7.0	13.0	9.0	11.0	10.0	8.553943072605954	0.4261039552672283	0.003420538630427613	0.021360818627184214	0.003420538630427612	0.02136081862718419	1.0	0.5929336741478947	0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	-45795.707506225684	0.0	0.0	-265.04591149779077	-2072.890833912686
2080000	-50545.676769818456	-4475.427079557401	-46070.24969026105	46.47763437991579	1968.4429135652897	1306.214191119194	86.28701248828636	97.93224047536175	105.93933058856469	96.2885820675397	17.95320956888371	42.04965724926068	44.594415983593855	24.80404463538609	22.040384497465467	9.040594809627096	128.0	64.0	110.0	23.0	17.0	15.0	1.0	12.0	12.0	2.0	9.01842585188973	0.44933340428214585	0.0035004697695168	0.019075571551295103	0.0035004697695167927	0.019075571551295068	2.0	0.3927742774150772	0.0	-0.0	-0.0	-0.863661873088832	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-45815.360658630845	0.0	0.0	-254.889031630209	-2071.841373350851
2100000	-50538.450442605914	-4490.363369442147	-46048.08707316377	46.026517478614814	1968.8940304665907	1317.2800272486336	97.09557620570178	145.60331440228302	113.4209106757243	88.2537687548883	17.343724343473895	30.885964290813842	19.583791767667236	10.04514001234455	20.58026663733127	2.4531314990366746	115.0	49.0	131.0	25.0	18.0	13.0	10.0	8.0	14.0	1.0	8.948392554515276	0.4364665353613131	0.0035334021926762826	0.019221998617666106	0.003533402192676283	0.019221998617666092	2.0	0.40799683414993326	-0.0	-0.0	-0.0	-1.0503652691784375	-0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	-45794.46781339552	0.0	0.0	-253.6192597682513	-2083.9331134559066
2120000	-50519.23587222244	-4499.309892284395	-46019.925979938045	47.022016585608014	1967.8985313595974	1334.049208787659	100.28065747973899	151.18571160250212	95.52020364092404	129.84979024158133	17.198016661317197	16.22980580254095	35.290424469655875	24.04303589499514	25.151155719135957	9.355596890107167	129.0	48.0	133.0	15.0	10.0	2.0	13.0	16.0	13.0	5.0	8.456744035870909	0.412889213452311	0.0031637823603436963	0.020299249207270526	0.0031637823603436893	0.020299249207270477	3.0	0.4679624773350193	-0.0	0.0	0.0	-0.860896368754915	-0.0	-0.3250710036395414	-0.0	0.0	0.0	0.0	0.0	0.0	-45772.01792389619	0.0	0.0	-247.90805604186076	-2088.571129600041
2140000	-50545.13348304713	-4492.217707570082	-46052.91577547705	45.32904121237576	1969.5915067328297	1304.4694010578216	86.50015402078131	152.6473434659947	101.30728035476116	133.65174009754608	124.3637927161713	14.46481269970862	30.401616702357934	31.36190731542763	25.22819902272617	3.9170331713632813	113.0	52.0	147.0	10.0	3.0	6.0	11.0	11.0	28.0	3.0	8.301505858688673	0.4563390782926635	0.0035947655398516185	0.020392396599444144	0.0035947655398516163	0.02039239659944413	4.0	0.44253306774250706	-0.0	0.0	0.25314376697183966	-0.7935333495983729	0.0	0.0	0.0	-0.0	-0.0	-0.5415050124839557	0.0	-0.0	-45804.41979991758	0.0	0.0	-248.49597555947	-2079.2132684018807
2160000	-50554.2351827893	-4502.702496362036	-46051.532686427265	47.07065877078916	1967.8498891744164	1326.5412990482673	93.68293799855863	156.56684984926179	108.45558470038871	76.71550671049923	154.90905880652969	73.28709685134585	40.684739506505245	12.359482219567536	26.48543121934001	13.652134571175077	102.0	64.0	145.0	14.0	2.0	3.0	9.0	1.0	39.0	5.0	8.5975357054761	0.4366885821617773	0.0035320893885634488	0.017085523164859413	0.003532089388563454	0.017085523164859395	3.0	0.5025282704513047	0.0	0.0	-0.0	-0.9515864501492213	-0.0	-0.0	0.0	0.0	-0.0	-0.16561978955440868	-0.0	-0.0	-45798.33334880044	0.0	0.0	-253.19933762681976	-2093.158460531866
2180000	-50528.452451598874	-4480.67616934161	-46047.77628225726	46.01751927907673	1968.9030286661289	1319.7372609799495	81.90636560244234	154.98655441653978	95.93048746059283	78.90884555680624	14.695866242400378	6.741522565602089	16.41806086864778	29.99945337495639	17.04073011068397	9.332534030659833	97.0	85.0	145.0	3.0	2.0	5.0	2.0	18.0	24.0	3.0	8.96478636004652	0.44698661960475083	0.003344184993332866	0.017279824339981577	0.0033441849933328605	0.01727982433998156	2.0	0.38517859811789307	-0.0	0.0	0.0	-0.7901388639271865	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-45792.71033028567	0.0	0.0	-255.06595197159245	-2082.9783090765304
2200000	-50565.222372249285	-4496.395781877895	-46068.82659037139	45.27880486894495	1969.6417430762606	1348.8596247092812	98.15930803630452	122.46955536771922	99.76618734524817	82.84321490813694	77.1164605640786	6.672388087423596	11.588739769744988	31.902754508342227	22.227961424066176	4.666791066494075	94.0	90.0	140.0	3.0	3.0	5.0	2.0	18.0	28.0	1.0	8.887566577467668	0.426008758770859	0.003359765417853551	0.01886230549313886	0.003359765417853546	0.018862305493138852	2.0	0.33683465268395013	0.0	-0.0	0.0	-1.1225444113820653	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-45815.98271377127	0.0	0.0	-252.84387660011694	-2092.5801959154855
2220000	-50581.78428282625	-4511.193978916995	-46070.59030390926	46.414732367662324	1968.5058155775432	1351.781364585839	93.21187735253483	139.79731382370957	106.32826032892996	112.44858214951913	49.62892498622448	30.021700758302114	10.186759752988793	26.149809004249125	27.808305258849373	12.702274693544533	90.0	83.0	139.0	10.0	6.0	18.0	3.0	5.0	28.0	2.0	8.747272095631955	0.45603764077934145	0.0033402330945565078	0.017517448955143428	0.0033402330945565073	0.017517448955143428	1.0	0.6518937957664047	0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	-45807.078367964525	0.0	0.0	-263.5119359447331	-2101.7545823699643
2240000	-50585.9937950142	-4518.295481478751	-46067.698313535446	45.77143097801205	1969.1491169671935	1367.3685834514558	98.3295999036688	137.47299151425287	116.4274706837019	42.34794276696718	17.350693218073275	67.21266295379532	38.16343263620366	32.49531565502954	24.1268612433681	4.843666611634244	77.0	83.0	158.0	11.0	3.0	21.0	6.0	2.0	20.0	3.0	8.631550915795994	0.4396387188839645	0.0033022082787548114	0.015127939039896537	0.003302208278754811	0.015127939039896551	3.0	0.47640439346815455	-0.0	0.0	-0.0	-0.7121051987720464	-0.0	-0.0	0.0	0.0	-0.0	-0.602740172579114	-0.0	0.0	-45811.74574712442	0.0	0.0	-255.95256641102853	-2110.929196169005
2260000	-50545.55165632366	-4511.07973548408	-46034.47192083958	47.82600110127663	1967.0945468439288	1354.4232948969839	79.55987073510512	162.62013575260363	118.19252079963606	21.269520621584576	11.540752834673022	27.477114005893416	105.26267237024393	23.04166837072318	25.52594482412442	27.040052770578097	76.0	80.0	166.0	16.0	2.0	13.0	1.0	1.0	18.0	11.0	8.678434613415762	0.4207115852995023	0.003306925133312239	0.018586807638231093	0.003306925133312239	0.01858680763823111	2.0	0.45332538131389627	0.0	0.0	-0.0	-0.8505209567467735	0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	-45780.9459769925	0.0	0.0	-253.52594384708163	-2102.8680214010915
2280000	-50538.650627283685	-4496.147815724969	-46042.50281155871	46.70068630522829	1968.2198616399771	1325.487886391152	76.79904227027882	113.84368537978357	127.44078182900235	21.81540605337472	26.220099193504538	35.06580753199553	91.19084332369222	38.04387358822104	21.541706065288608	18.87371274040916	60.0	85.0	174.0	17.0	6.0	3.0	7.0	5.0	15.0	12.0	8.778948739471105	0.4534163669432044	0.003505708340697097	0.018689965642309597	0.003505708340697091	0.01868996564230958	2.0	0.32592888792596675	-0.0	0.0	1.1742369159889607	-0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-45783.56806826203	0.0	0.0	-258.9347432966803	-2087.8736486216103
2300000	-50549.65002342529	-4490.799527705151	-46058.85049572014	46.14184987649248	1968.778698068713	1326.69134066121	72.68188318225086	127.53745602251824	115.70881194689075	14.46941747647079	14.144148986478102	23.070303043803452	74.57466195175448	63.52817559960763	24.751146950331457	19.548595695274837	63.0	83.0	174.0	11.0	8.0	3.0	5.0	7.0	12.0	18.0	8.180831968754061	0.42802570151959707	0.0034156188779794028	0.019612240392912986	0.003415618877979399	0.019612240392912966	2.0	0.37598433722628927	0.0	-0.0	0.0	-0.5929178819667122	-0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	-45807.53412249025	0.0	0.0	-251.31637322988578	-2084.6142595058996
2320000	-50559.94793974779	-4489.166083012547	-46070.781856735244	46.381186786355585	1968.53936115885	1316.395595100174	107.76183858201254	132.44053072801168	122.54839470634826	15.599036491898682	17.618315711808645	23.824471726597544	43.11606400340274	43.03617071237644	19.38441793340513	13.534900474472321	59.0	83.0	182.0	7.0	3.0	7.0	9.0	5.0	27.0	2.0	8.639308357870652	0.4393399332345512	0.0034518002909098185	0.0194260951664768	0.003451800290909817	0.019426095166476805	2.0	0.0	0.0	-0.0	-0.0	-1.755525849894195	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.7695668445839225	0.0	-45814.296310425416	0.0	0.0	-256.485546309831	-2083.960839082301
2340000	-50509.1445265628	-4479.960537773118	-46029.18398878968	45.853501632572865	1969.0670463126326	1311.7002645620016	76.43919470970633	104.49007087508735	122.23365367655569	60.23743054926023	20.22334200096437	18.264068256789706	22.99132301954024	37.34178408848182	28.930061529475562	14.00451019331681	58.0	79.0	180.0	2.0	11.0	14.0	1.0	2.0	31.0	6.0	9.029603736593925	0.4102630394204954	0.003315027216259302	0.019521722555848272	0.003315027216259298	0.019521722555848265	3.0	0.43731047410715856	0.0	-0.0	0.0	-1.1373297831399398	0.0	-0.2860165808484713	-0.0	-0.0	-0.0	0.0	0.0	-0.0	-45777.79480598	0.0	0.0	-251.38918280967917	-2073.5227219011517
2360000	-50520.792976102064	-4483.701278486846	-46037.09169761522	46.19870680391543	1968.72184114129	1301.7408481721548	85.78107251693805	98.92394681894469	99.95967351889456	255.20124358926992	25.794654392285313	21.955525323070354	31.248469992996323	40.28864517452358	16.39140993785592	8.809673526223014	72.0	72.0	172.0	2.0	10.0	23.0	4.0	2.0	22.0	5.0	8.836622227923813	0.4329956847612575	0.0033466348887510418	0.01908121645530872	0.003346634888751042	0.01908121645530873	3.0	0.0	-0.0	-0.0	0.9075081612352788	-1.097761419524399	0.0	-0.0	0.0	-0.0	-0.0	0.0	0.4962684264043138	-0.0	-45786.360048160495	0.0	0.0	-250.73164945472877	-2076.224758700807
